resale_id,detail_url
3ARX6MUc4rdVrvOxvtesqjsjodY,https://tickets.timberwolves.com/profile/orders/resale/3ARX6MUc4rdVrvOxvtesqjsjodY
3ARXIh4QiUyuqro3uUdkQQrW8FZ,https://tickets.timberwolves.com/profile/orders/resale/3ARXIh4QiUyuqro3uUdkQQrW8FZ
3ARXOtNNCZWCW6Yekiko2p6aD0k,https://tickets.timberwolves.com/profile/orders/resale/3ARXOtNNCZWCW6Yekiko2p6aD0k
3ARXtSCl8kh10jxQwRS0jBEUHvK,https://tickets.timberwolves.com/profile/orders/resale/3ARXtSCl8kh10jxQwRS0jBEUHvK
3ARXyz53DuielYb5bhNl3PpMrzC,https://tickets.timberwolves.com/profile/orders/resale/3ARXyz53DuielYb5bhNl3PpMrzC
3ARZjCVR50t0Jd84wIZ4q2D1GPm,https://tickets.timberwolves.com/profile/orders/resale/3ARZjCVR50t0Jd84wIZ4q2D1GPm
3AY6qAzhFB90bBBlApqwUNvoqvy,https://tickets.timberwolves.com/profile/orders/resale/3AY6qAzhFB90bBBlApqwUNvoqvy
3AY6qpuFdxMTGHUKU0a3o9F8Gfj,https://tickets.timberwolves.com/profile/orders/resale/3AY6qpuFdxMTGHUKU0a3o9F8Gfj
