entryGroupKey,pickSetId,R64:210265,R64:210266,R64:210267,R64:210268,R64:210269,R64:210270,R64:210271,R64:210272,R64:210273,R64:210274,R64:210275,R64:210276,R64:210277,R64:210278,R64:210279,R64:210280,R64:210281,R64:210282,R64:210283,R64:210284,R64:210285,R64:210286,R64:210287,R64:210288,R64:210289,R64:210290,R64:210291,R64:210292,R64:210293,R64:210294,R64:210295,R64:210296,R32:210297,R32:210298,R32:210299,R32:210300,R32:210301,R32:210302,R32:210303,R32:210304,R32:210305,R32:210306,R32:210307,R32:210308,R32:210309,R32:210310,R32:210311,R32:210312,R16:210313,R16:210314,R16:210315,R16:210316,R16:210317,R16:210318,R16:210319,R16:210320,R8:210321,R8:210322,R8:210323,R8:210324,R4:210325,R4:210326,R2:210327
afbd8a26-24d4-4e40-b506-13d4814af4f1,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,5:Texas Tech:429940,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,6:Louisville:429912,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,6:Louisville:429912,2:Houston:429934,2:Iowa State:429950,2:Purdue:429966,2:Houston:429934,2:Iowa State:429950,2:Houston:429934
cf538769-0561-41bf-bc1a-ed15753ad1c5,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,5:Texas Tech:429940,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,3:Michigan State:429914,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,3:Michigan State:429914,2:Houston:429934,1:Michigan:429936,1:Arizona:429952,2:Houston:429934,1:Michigan:429936,2:Houston:429934
26e4cec2-ee02-4576-b87d-da8382af8aa5,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,3:Gonzaga:429962,1:Duke:429904,2:Houston:429934,1:Michigan:429936,1:Arizona:429952,2:Houston:429934,1:Michigan:429936,1:Michigan:429936
4bc47a97-257e-4bfe-9769-99dafae47bde,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,3:Gonzaga:429962,1:Duke:429904,2:Houston:429934,1:Michigan:429936,3:Gonzaga:429962,2:Houston:429934,1:Michigan:429936,1:Michigan:429936
b9cc70b3-ad91-47e7-a7f9-0fe7d6edf94a,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,6:BYU:429960,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,2:UConn:429918,2:Houston:429934,2:Iowa State:429950,2:Purdue:429966,2:UConn:429918,2:Iowa State:429950,2:Iowa State:429950
25b9b337-809c-4905-83fc-6fe091303024,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,6:BYU:429960,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,2:UConn:429918,2:Houston:429934,2:Iowa State:429950,1:Arizona:429952,2:UConn:429918,2:Iowa State:429950,2:Iowa State:429950
58db01c4-84da-4d56-91eb-f1a88514d82c,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,3:Illinois:429930,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,2:UConn:429918,3:Illinois:429930,1:Michigan:429936,2:Purdue:429966,3:Illinois:429930,2:Purdue:429966,3:Illinois:429930
d200b4d6-5c49-441b-9538-f2a42b64e28b,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,3:Illinois:429930,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,2:UConn:429918,3:Illinois:429930,2:Iowa State:429950,1:Arizona:429952,3:Illinois:429930,2:Iowa State:429950,3:Illinois:429930
a65973bb-53d7-4ba8-848e-81ddacdd6f7e,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,3:Illinois:429930,1:Michigan:429936,3:Virginia:429946,1:Arizona:429952,2:Purdue:429966,1:Duke:429904,1:Florida:429920,3:Virginia:429946,2:Purdue:429966,1:Duke:429904,2:Purdue:429966,2:Purdue:429966
205bbea3-7866-416d-91b3-f80f0a00d1a9,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,3:Michigan State:429914,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,3:Michigan State:429914,2:Houston:429934,1:Michigan:429936,1:Arizona:429952,2:Houston:429934,1:Michigan:429936,2:Houston:429934
43e4613e-7bd5-43fc-b1a8-64a0ffa94479,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,11:M-OH / SMU:429943,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,6:BYU:429960,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,5:Vanderbilt:429924,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,3:Illinois:429930,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,1:Duke:429904,1:Florida:429920,2:Iowa State:429950,2:Purdue:429966,1:Florida:429920,2:Iowa State:429950,1:Florida:429920
892d0c07-a940-44ed-90d3-2d87708003be,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,11:M-OH / SMU:429943,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,6:BYU:429960,3:Gonzaga:429962,10:Missouri:429963,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,5:Vanderbilt:429924,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,4:Alabama:429942,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,2:UConn:429918,1:Florida:429920,3:Illinois:429930,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,1:Duke:429904,1:Florida:429920,1:Michigan:429936,1:Arizona:429952,1:Florida:429920,1:Michigan:429936,1:Florida:429920
00e431b8-027d-4651-a0c9-48115a7cec85,13132,1:Duke:429904,9:TCU:429905,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,10:UCF:429915,2:UConn:429918,1:Florida:429920,9:Iowa:429921,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,9:Saint Louis:429937,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,5:St. John's:429908,6:Louisville:429912,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,5:Texas Tech:429940,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,5:Wisconsin:429956,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,6:Louisville:429912,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,6:Louisville:429912,2:Houston:429934,2:Iowa State:429950,2:Purdue:429966,2:Houston:429934,2:Iowa State:429950,2:Houston:429934
1cb083b8-18ba-420c-a6b0-e23c426212fa,13132,1:Duke:429904,8:Ohio State:429906,5:St. John's:429908,4:Kansas:429910,6:Louisville:429912,3:Michigan State:429914,7:UCLA:429916,2:UConn:429918,1:Florida:429920,8:Clemson:429922,5:Vanderbilt:429924,4:Nebraska:429926,11:VCU:429927,3:Illinois:429930,7:Saint Mary's:429932,2:Houston:429934,1:Michigan:429936,8:Georgia:429938,5:Texas Tech:429940,4:Alabama:429942,6:Tennessee:429944,3:Virginia:429946,10:Santa Clara:429947,2:Iowa State:429950,1:Arizona:429952,9:Utah State:429953,5:Wisconsin:429956,4:Arkansas:429958,11:Texas:429959,3:Gonzaga:429962,7:Miami (FL):429964,2:Purdue:429966,1:Duke:429904,4:Kansas:429910,3:Michigan State:429914,2:UConn:429918,1:Florida:429920,4:Nebraska:429926,3:Illinois:429930,2:Houston:429934,1:Michigan:429936,5:Texas Tech:429940,3:Virginia:429946,2:Iowa State:429950,1:Arizona:429952,4:Arkansas:429958,3:Gonzaga:429962,2:Purdue:429966,1:Duke:429904,3:Michigan State:429914,1:Florida:429920,2:Houston:429934,1:Michigan:429936,2:Iowa State:429950,1:Arizona:429952,2:Purdue:429966,3:Michigan State:429914,2:Houston:429934,1:Michigan:429936,1:Arizona:429952,2:Houston:429934,1:Michigan:429936,2:Houston:429934
