PLAYERID,PLAYER,PARTNERID,POS,TEAM,OPP,TEAMNAME,STATUS,SPREAD,O/U,TOTAL,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,UD,PP,FPTS,RANGE,FLOOR,CEIL,POWN,SCHEDULE_ID,CORE_ID,CORETEAMID,REFID,OWNERSHIP
1459752,"Cade Kelderman",1459752,G,ISU,TENNS,"Iowa State",ACTIVE,24.5,147.5,86,3,0.91,0.21,0.38,0.14,0.13,0.18,0.02,1.29,1.12,1.5,0.2,0.59,2.2,2.2,2.14,5M,0,6,0,12051160,281791,5438,141,35
1402772,"Skyy Clark",1402772,G,UCLA,UCF,UCLA,ACTIVE,5.5,151.5,78.5,33,13.22,2.95,2.28,2.45,0.95,1.02,0.14,15.5,16.17,18.45,1.16,5.23,22.72,22.72,23.4,34M,13.78,33.02,0,12051020,244556,5568,142,35
1534783,"Alec Millender",1534783,G,UCONN,FUR,Connecticut,ACTIVE,20.5,135.5,78,4,1.13,0.31,0.41,0.13,0.19,0.19,0.02,1.54,1.44,1.85,0.21,0.72,2.54,2.54,2.51,5M,0,7.04,0,12051010,255677,5381,143,35
1459884,"Taylor Bol Bowen",1459884,F,BAMA,HOF,Alabama,ACTIVE,11.5,158.5,85,17,4.85,3.75,0.44,0.69,0.64,0.29,0.53,5.29,8.6,9.04,0.82,4.19,11.85,11.85,11.88,18M,4.05,19.71,0,12051090,281766,5342,144,35
1522222,"Ace Buckner",1522222,G,CLEM,IOWA,Clemson,ACTIVE,1.5,131.5,65,25,9.98,3.32,2.36,1.17,1.76,0.92,0.1,12.34,13.3,15.66,1.02,5.68,18.8,18.8,19.42,26M,9.32,29.52,0,12051200,458007,5374,146,35
1413201,"Jake Ensminger",1413201,G,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,28,5.48,5.42,2.1,1,1,0.85,0.14,7.58,10.9,13,0.99,7.52,17.08,17.08,17.39,30M,9.45,25.33,0,12051140,245876,5445,147,35
1401398,"Tyeree Bryan",1401398,G,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,18,3.52,2.63,0.62,0.61,0.24,0.64,0.11,4.14,6.15,6.77,0.75,3.25,9.61,9.61,9.41,20M,3.22,15.6,0,12051080,246466,5560,149,35
1535136,"Jalen Dollar",1535136,G,CALBA,KU,"California Baptist",ACTIVE,-14.5,141.5,63.5,1,0.31,0.1,0.06,0.05,0.04,0.03,0,0.37,0.41,0.47,0.03,0.16,0.59,0.59,0.61,5M,0,1.71,0,12051000,504278,5442,150,35
1610167,"Koa Peat",1610167,F,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,27,13.65,4.7,2.59,0.32,1.97,0.69,0.83,16.24,18.35,20.94,1.52,7.29,25.79,25.79,25.67,28M,13.68,37.66,0,12051120,652126,5345,151,35
1482281,"Carlous Williams",1482281,F,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,22,4.92,3.71,0.46,0.53,1.49,0.11,0.51,5.38,8.63,9.09,0.62,4.17,10.45,10.45,11.02,24M,5.36,16.68,0,12051160,290457,5438,152,35
1404016,"Jayden Dawson",1404016,G,KU,CALBA,Kansas,ACTIVE,14.5,141.5,78,4,0.88,0.28,0.22,0.2,0.12,0.12,0.03,1.1,1.16,1.38,0.15,0.5,1.87,1.87,1.89,5M,0,5.3,0,12051000,245606,5442,154,35
1488661,"Jonathan Griman",1488661,F,CALBA,KU,"California Baptist",ACTIVE,-14.5,141.5,63.5,24.5,5.26,6.78,0.57,0.06,1.1,0.46,0.9,5.83,12.04,12.61,1.36,7.35,17.23,17.23,16.85,26M,8.59,25.11,0,12051000,291740,5442,156,35
1542671,"Trent Burns",1542671,C,MIZZ,MIA,Missouri,ACTIVE,-1.5,145.5,72,16,4.22,3.4,0.26,0.15,0.96,0.52,0.53,4.48,7.62,7.88,1.05,3.66,10.91,10.91,10.57,18M,10.57,10.57,0,12051130,505753,8393,158,35
1532771,"Bennett Stirtz",1532771,G,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,39.5,18.65,3.6,3.81,1.9,2.31,1.34,0.51,22.46,22.25,26.06,1.85,7.41,31.93,31.93,32.38,40M,20.43,44.33,0,12051200,505528,5374,159,35
1257265,"Cory Wells",1257265,F,PVA&M,UF,"Prairie View",ACTIVE,-35.5,155.5,60,37,11.27,6.93,1.86,1.4,2.82,1.41,1.23,13.13,18.2,20.06,2.64,8.79,27.48,27.48,27.44,40M,17.42,37.46,0,12070420,228791,5407,160,35
1458730,"Tucker Anderson",1458730,F,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,10.5,2.92,1.4,0.51,0.45,0.3,0.29,0.23,3.43,4.32,4.83,0.52,1.91,6.64,6.64,6.55,12M,0.79,12.31,0,12051150,289170,5579,161,35
1599596,"Collin O'Neal",1599596,G,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,1,0.26,0.1,0.04,0.05,0.06,0.03,0.01,0.3,0.36,0.4,0.04,0.14,0.5,0.5,0.52,5M,0,1.46,0,12051010,653564,5381,163,35
1415830,"Dallin Hall",1415830,G,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,29,5.96,3.38,4.06,0.92,1.42,0.84,0.02,10.02,9.34,13.4,0.86,7.44,17.27,17.27,17.75,30M,9.64,25.86,0,12051110,246047,5580,164,35
1325454,"Brenton Knapper",1325454,G,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,18,5.91,1.81,1.41,0.72,1.09,1.02,0.01,7.32,7.72,9.13,1.03,3.22,12.18,12.18,12.15,20M,4.15,20.15,0,12051140,179998,5445,165,35
1522597,"Christian Anderson",1522597,G,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,38,20.75,4.19,7.02,3.29,4.05,1.28,0.24,27.77,24.94,31.96,1.52,11.21,36.84,36.84,39.46,40M,24.9,54.02,0,12051080,455353,5560,167,35
1480390,"Kris Parker",1480390,G,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,1,0.23,0.13,0.05,0.03,0.1,0.02,0.01,0.28,0.36,0.41,0.03,0.18,0.42,0.42,0.47,5M,0,1.32,0,12051020,289086,5568,168,35
1610575,"Tyler Crider",1610575,G,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,1,0.21,0.1,0.07,0.03,0.06,0.02,0,0.28,0.31,0.38,0.02,0.17,0.46,0.46,0.48,5M,0,1.35,0,12051070,656613,5517,169,35
1405304,"Evan Mahaffey",1405304,F,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,33,10.4,7.17,3.26,0.38,1.56,1.61,0.9,13.66,17.57,20.83,2.51,10.43,29.86,29.86,28.83,34M,17.34,40.32,0,12051080,244804,5560,170,35
1417525,"Alex Garcia",1417525,F,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,3,0.82,0.49,0.11,0.07,0.29,0.06,0.08,0.93,1.31,1.42,0.14,0.6,1.69,1.69,1.76,5M,0,4.5,0,12051160,246910,5438,171,35
1610168,"Sidi Gueye",1610168,F,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,2,0.76,0.38,0.09,0.03,0.15,0.05,0.1,0.85,1.14,1.23,0.15,0.47,1.67,1.67,1.62,5M,0,4.14,0,12051120,662568,5345,173,35
1529604,"Eric Freeny",1529604,G,UCLA,UCF,UCLA,ACTIVE,5.5,151.5,78.5,10,2.37,1.76,0.39,0.43,0.47,0.29,0.15,2.76,4.13,4.52,0.44,2.15,5.94,5.94,6.03,12M,0.29,11.77,0,12051020,457470,5568,174,35
1461371,"Rueben Chinyelu",1461371,C,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,25,11.29,12.11,0.62,0.01,1.65,0.79,1.16,11.91,23.4,24.02,1.95,12.73,30.93,30.93,31.11,26M,31.11,31.11,0,12070420,288762,5407,175,35
1460282,"Eric Dailey",1460282,F,UCLA,UCF,UCLA,ACTIVE,5.5,151.5,78.5,33,14.87,8.19,1.33,1.13,1.93,1.12,0.33,16.2,23.06,24.39,1.45,9.52,29.09,29.09,29.94,34M,18,41.88,0,12051020,282631,5568,176,35
1595010,"Dante Allen",1595010,G,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,25,5.78,2.52,2.04,0.75,1.04,0.77,0.19,7.82,8.3,10.34,0.96,4.56,13.69,13.69,13.76,26M,6.6,20.92,0,12051130,654935,8393,177,35
1461063,"Sam Lewis",1461063,G,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,25,11.43,3.4,1.28,1.84,1.38,0.67,0.23,12.71,14.83,16.11,0.9,4.68,18.74,18.74,19.63,26M,9.42,29.84,0,12051110,289069,5580,178,35
1408439,"Joshua Jefferson",1408439,F,ISU,TENNS,"Iowa State","Q(Ankle - 03/20/2026)",24.5,147.5,86,30,16.87,7.43,4.05,1.14,2.99,1.68,1.01,20.92,24.3,28.35,2.69,11.48,36.93,36.93,36.97,32M,21.87,52.07,0,12051160,246054,5438,179,35
1541462,"Antoine Lorick",1541462,F,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,23.5,8.36,4.95,1.16,0.24,1.57,1.14,1.55,9.52,13.31,14.47,2.69,6.11,22.54,22.54,21.03,24M,10.23,31.83,0,12051160,460468,5438,180,35
1408109,"Duke Brennan",1408109,F,VU,UTST,Villanova,ACTIVE,1.5,146.5,72.5,34,12.6,11,1.92,0.03,2.57,0.73,0.65,14.52,23.6,25.52,1.38,12.92,30.25,30.25,31.37,36M,19.33,43.41,0,12051150,244679,5579,181,35
1431374,"Jamal Fuller",1431374,F,LIU,ARIZ,"Long Island University",ACTIVE,-30.5,147.5,58.5,33.5,12.62,5.64,2.42,1.39,2.1,0.94,1.21,15.04,18.26,20.68,2.15,8.06,27.35,27.35,27.29,34M,16.41,38.17,0,12051120,255839,5345,183,35
1589785,"Tate Sage",1589785,G,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,11,3.44,1.19,0.21,0.51,0.39,0.14,0.14,3.65,4.63,4.84,0.28,1.4,5.64,5.64,5.86,12M,0.28,11.44,0,12051200,652151,5374,185,35
1533762,"Charles Johnston",1533762,F,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,24.5,6.38,6.92,1.26,0.61,1.22,0.4,0.53,7.64,13.3,14.56,0.93,8.18,18.13,18.13,18.55,26M,9.45,27.65,0,12051010,459268,5381,186,35
1521585,"Olivier Rioux",1521585,C,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,1,0.42,0.26,0.02,0.01,0.07,0.02,0.05,0.44,0.68,0.7,0.07,0.28,0.89,0.89,0.88,5M,0.88,0.88,0,12070420,457575,5407,188,35
1459754,"Milan Momcilovic",1459754,F,ISU,TENNS,"Iowa State",ACTIVE,24.5,147.5,86,32.5,18.13,3.55,1,3.65,1.06,0.66,0.28,19.13,21.68,22.68,0.94,4.55,25.64,25.64,27.24,34M,16.38,38.1,0,12051160,281800,5438,189,35
1611741,"Victory Onuetu",1611741,F,HOF,BAMA,Hofstra,ACTIVE,-11.5,158.5,73.5,12,2.93,4.73,0.27,0.01,0.51,0.18,0.64,3.2,7.66,7.93,0.82,5,10.96,10.96,10.64,14M,1.93,19.35,0,12051090,658859,5342,190,35
1402324,"Ben VanderWal",1402324,F,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,19,3.45,3.55,1.34,0.02,0.67,0.33,0.21,4.79,7,8.34,0.54,4.89,10.67,10.67,10.66,20M,4.23,17.09,0,12051010,245060,5381,192,35
1522598,"Leon Horner",1522598,F,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,1,0.3,0.23,0.03,0.02,0.06,0.02,0.02,0.33,0.53,0.56,0.04,0.26,0.68,0.68,0.69,5M,0,1.76,0,12051080,455375,5560,193,35
1401378,"Jaden Bradley",1401378,G,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,31.5,13.22,3.14,4.39,0.78,2.21,1.27,0.15,17.61,16.36,20.75,1.42,7.53,25.62,25.62,25.87,32M,14.49,37.25,0,12051120,244973,5345,195,35
1405624,"Kolby King",1405624,G,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,18,6.04,3.36,1.44,0.99,0.89,0.45,0.05,7.48,9.4,10.84,0.5,4.8,12.85,12.85,13.46,20M,4.6,22.32,0,12051150,245095,5579,197,35
1460591,"Christian Hammond",1460591,G,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,33,15.12,3.09,2.39,1.48,2.15,1.01,0.03,17.51,18.21,20.6,1.04,5.48,23.36,23.36,24.3,34M,14.31,34.29,0,12051140,289563,5445,200,35
1405899,"Oziyah Sellers",1405899,G,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,24,7.98,2.26,0.97,1.18,0.39,0.47,0.13,8.95,10.24,11.21,0.6,3.23,13.55,13.55,13.85,26M,6.64,21.06,0,12050980,245417,5544,201,35
1536249,"Carmelo Pacheco",1536249,G,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,12,3,0.92,0.34,1,0.23,0.19,0.02,3.34,3.92,4.26,0.21,1.26,4.99,4.99,5.45,14M,0.7,10.2,0,12051020,459336,5568,203,35
1538438,"Dominick Nelson",1538438,G,ISU,TENNS,"Iowa State",ACTIVE,24.5,147.5,86,3,1.31,0.35,0.13,0.06,0.32,0.09,0.08,1.44,1.66,1.79,0.17,0.48,2.11,2.11,2.15,5M,0,6.03,0,12051160,460490,5438,204,35
1417207,"Donovan Atwell",1417207,F,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,37,16.7,3.87,0.81,4.11,0.64,1.18,0.16,17.51,20.57,21.38,1.34,4.68,25.94,25.94,27.18,40M,17.25,37.11,0,12051080,245795,5560,206,35
1595011,"Salih Altuntas",1595011,C,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,1,0.25,0.26,0.01,0,0.05,0.03,0.05,0.26,0.51,0.52,0.08,0.27,0.78,0.78,0.74,5M,0.74,0.74,0,12051130,654936,8393,207,35
1420694,"Xaivian Lee",1420694,G,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,27,12.78,3.54,4.32,1.74,2.49,1.29,0.05,17.1,16.32,20.64,1.34,7.86,25.05,25.05,26.01,28M,13.18,38.84,0,12070420,250149,5407,208,35
1520761,"Daniel Jacobsen",1520761,C,PUR,QUEEN,Purdue,ACTIVE,25.5,159.5,92.5,10,4.62,2.34,0.19,0.06,0.38,0.07,0.77,4.81,6.96,7.15,0.84,2.53,9.83,9.83,9.33,12M,9.33,9.33,0,12051070,457503,5517,209,35
1257476,"Themus Fulks",1257476,G,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,36,14.45,2.98,6.28,0.68,3.62,0.64,0.06,20.73,17.43,23.71,0.7,9.26,25.93,25.93,27.65,40M,17.45,37.85,0,12051020,161415,5568,210,35
1486177,"Xavier Booker",1486177,F,UCLA,UCF,UCLA,ACTIVE,5.5,151.5,78.5,25,9.17,4.59,0.62,1.2,0.95,0.31,1.39,9.79,13.76,14.38,1.7,5.21,19.77,19.77,19.39,26M,9.88,28.9,0,12051020,290759,5568,211,35
1532773,"Isaia Howard",1532773,G,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,17,5.08,2.98,1.1,0.52,0.69,0.82,0.3,6.18,8.06,9.16,1.12,4.08,12.97,12.97,12.61,18M,3.55,21.67,0,12051200,505495,5374,212,35
1597277,"Isaiah Henry",1597277,G,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,3.5,0.99,0.68,0.18,0.08,0.24,0.04,0.01,1.17,1.67,1.85,0.05,0.86,1.98,1.98,2.13,5M,0,5.98,0,12051070,656625,5517,213,35
1589786,"Trevin Jirak",1589786,C,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,1,0.34,0.16,0.09,0.02,0.11,0.02,0.04,0.43,0.5,0.59,0.06,0.25,0.74,0.74,0.75,5M,0.75,0.75,0,12051200,652059,5374,214,35
1523621,"Joson Sanon",1523621,G,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,22,7.46,2.49,0.6,1.68,0.97,0.44,0.14,8.06,9.95,10.55,0.58,3.09,12.11,12.11,12.98,24M,5.68,20.28,0,12050980,455403,5544,215,35
1600621,"Trey Perry",1600621,G,MIAOH,TENN,"Miami (OH)",ACTIVE,-12.5,148.5,68,11.5,3.94,1.23,0.94,0.37,0.46,0.3,0.01,4.88,5.17,6.11,0.31,2.17,7.29,7.29,7.46,12M,0.36,14.56,0,12070740,658417,5552,216,35
1406802,"Drake Allen",1406802,G,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,32,9.99,4.04,4.45,1.09,2.68,2.01,0.6,14.44,14.03,18.48,2.61,8.49,26.67,26.67,26.16,34M,15.41,36.91,0,12051150,246710,5579,217,35
1340791,"Bryce Hopkins",1340791,F,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,33,12.92,7.75,1.43,0.76,1.34,1.08,0.22,14.35,20.67,22.1,1.3,9.18,26.91,26.91,27.31,34M,16.42,38.2,0,12050980,179668,5544,219,35
1408914,"Shammah Scott",1408914,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,30,11.93,2.43,2.79,2.06,1.19,0.24,0.15,14.72,14.36,17.15,0.39,5.22,19.01,19.01,20.37,32M,11.41,29.33,0,12051080,245325,5560,220,35
1405416,"Otega Oweh",1405416,G,UK,STC,Kentucky,ACTIVE,3.5,157.5,80.5,37.5,20.32,4.85,2.74,0.92,2.7,1.83,0.14,23.06,25.17,27.91,1.97,7.59,33.48,33.48,33.59,40M,21.2,45.98,0,12051140,245045,5445,221,35
1593340,"Damon Howard",1593340,G,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,3,0.59,0.31,0.28,0.1,0.21,0.1,0.01,0.87,0.9,1.18,0.11,0.59,1.49,1.49,1.55,5M,0,4.35,0,12051160,657239,5438,222,35
1535139,"Devon Malcolm",1535139,G,CALBA,KU,"California Baptist",ACTIVE,-14.5,141.5,63.5,14.5,5.02,3.27,0.75,0.34,0.91,1.16,0.27,5.77,8.29,9.04,1.43,4.02,13.47,13.47,12.82,16M,2.76,22.88,0,12051000,504280,5442,224,35
1232562,"Josh Reaves",1232562,G,HOF,BAMA,Hofstra,ACTIVE,-11.5,158.5,73.5,9,2.48,1.36,0.2,0.52,0.2,0.32,0.08,2.68,3.84,4.04,0.4,1.56,5.43,5.43,5.45,10M,0,11.72,0,12051090,190406,5342,227,35
1461285,"RJ Taylor",1461285,G,UNI,STJN,"Northern Iowa",ACTIVE,-10.5,132.5,61,14,3.07,1.26,1.15,0.49,0.57,0.43,0.02,4.22,4.33,5.48,0.45,2.41,7.11,7.11,7.25,16M,1.56,12.94,0,12050980,289332,5544,228,35
1595012,"Shelton Henderson",1595012,F,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,32,11.7,4.98,1.79,0.32,1.67,0.97,0.5,13.49,16.68,18.47,1.47,6.77,23.11,23.11,22.91,34M,13.78,32.04,0,12051130,654977,8393,229,35
1522940,"Josiah Moseley",1522940,F,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,19,7.6,5.63,0.73,0.35,0.86,0.47,0.81,8.33,13.23,13.96,1.28,6.36,18.43,18.43,18.08,20M,7.17,28.99,0,12051080,457540,5560,231,35
1520762,"Jack Benter",1520762,G,PUR,QUEEN,Purdue,ACTIVE,25.5,159.5,92.5,15.5,5.44,2.6,0.77,1.07,0.67,0.52,0.02,6.21,8.04,8.81,0.54,3.37,10.69,10.69,11.14,16M,2.4,19.88,0,12051070,457425,5517,232,35
1541464,"Kavien Jones",1541464,F,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,10.5,2.01,2.35,0.22,0.05,0.31,0.19,0.2,2.23,4.36,4.58,0.39,2.57,6.03,6.03,5.93,12M,0.72,11.14,0,12051160,460457,5438,233,35
1522951,"Cooper Koch",1522951,F,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,30,7.5,2.6,1.11,2.16,0.5,0.4,0.1,8.61,10.1,11.21,0.5,3.71,13.27,13.27,14.23,32M,8.42,20.04,0,12051200,455383,5374,234,35
1410421,"Chris Ashby",1410421,G,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,32,9.22,1.93,1.64,2.73,0.56,0.52,0.01,10.86,11.15,12.79,0.53,3.57,15.03,15.03,16.24,34M,9.57,22.91,0,12051070,247285,5517,235,35
1597278,"Jordan Watford",1597278,G,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,22.5,10.92,2.95,3.53,0.22,2.09,0.72,0.07,14.45,13.87,17.4,0.79,6.48,20.06,20.06,20.57,24M,9,32.14,0,12051070,656658,5517,237,35
1533764,"Mason Smith",1533764,F,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,1,0.24,0.3,0.02,0.03,0.05,0.02,0.01,0.26,0.54,0.56,0.03,0.32,0.66,0.66,0.69,5M,0,1.76,0,12051010,505523,5381,239,35
1403601,"Mark Mitchell",1403601,F,MIZZ,MIA,Missouri,ACTIVE,-1.5,145.5,72,36,18.38,4.68,4.16,0.91,1.92,0.68,0.33,22.54,23.06,27.22,1.01,8.84,31.35,31.35,32.03,40M,20.33,43.73,0,12051130,245526,8393,240,35
1600622,"Justin Kirby",1600622,G,MIAOH,TENN,"Miami (OH)",ACTIVE,-12.5,148.5,68,16,4.41,2.5,0.52,0.65,0.52,0.38,0.1,4.93,6.91,7.43,0.48,3.02,9.1,9.1,9.34,18M,2.63,16.05,0,12070740,659206,5552,241,35
1593330,"Amari Evans",1593330,G,TENN,MIAOH,Tennessee,ACTIVE,12.5,148.5,80.5,17,5,3.45,0.65,0.49,0.66,1.02,0.36,5.65,8.45,9.1,1.38,4.1,13.59,13.59,12.96,18M,3.64,22.28,0,12070740,652019,5552,247,35
1460593,"Bukky Oboye",1460593,C,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,14,5.28,3.93,0.49,0.14,0.53,0.4,1.07,5.77,9.21,9.7,1.47,4.42,14.6,14.6,13.67,16M,13.67,13.67,0,12051140,289593,5445,248,35
1612459,"Thijs De Ridder",1612459,F,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,28,15.53,6.13,1.54,0.98,1.81,0.93,0.47,17.07,21.66,23.2,1.4,7.67,27.61,27.61,28.02,30M,15.72,40.32,0,12051110,657226,5580,249,35
1524008,"TJ Burch",1524008,G,WRIGH,UVA,"Wright State",ACTIVE,-17.5,146.5,64.5,27,11.31,2.68,3.2,0.95,2.09,2.17,0.29,14.51,13.99,17.19,2.46,5.88,24.61,24.61,23.8,28M,12.06,35.54,0,12051110,458008,5580,250,35
1612239,"Jaeden Roberts",1612239,G,HOF,BAMA,Hofstra,ACTIVE,-11.5,158.5,73.5,1,0.46,0.1,0.1,0.09,0.04,0.04,0.01,0.56,0.56,0.66,0.05,0.2,0.86,0.86,0.87,5M,0,2.44,0,12051090,658864,5342,251,35
1528628,"John Bol",1528628,F,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,24,6.77,7.18,0.33,0.03,1.56,0.27,1.37,7.1,13.95,14.28,1.64,7.51,19.23,19.23,18.85,26M,9.6,28.1,0,12051020,457996,5568,252,35
1461385,"Carson Schweiger",1461385,F,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,26,7.98,2.95,0.75,2.27,0.67,0.52,0.21,8.73,10.93,11.68,0.73,3.7,14.15,14.15,15.04,28M,8.02,22.06,0,12051070,290431,5517,253,35
1460076,"Braden Pierce",1460076,C,VU,UTST,Villanova,ACTIVE,1.5,146.5,72.5,7,1.81,1.17,0.48,0.01,0.37,0.11,0.5,2.29,2.98,3.46,0.61,1.65,5.39,5.39,5.03,10M,5.03,5.03,0,12051150,289088,5579,254,35
1599600,"Alex Wilkins",1599600,G,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,26.5,11.99,1.54,3.29,1.33,3.31,0.71,0.08,15.28,13.53,16.82,0.79,4.83,17.84,17.84,19.45,28M,9.86,29.04,0,12051010,653579,5381,255,35
1475223,"Greg Gordon",1475223,G,LIU,ARIZ,"Long Island University",ACTIVE,-30.5,147.5,58.5,32.5,10.46,5.2,2.65,0.23,1.88,1.53,0.68,13.11,15.66,18.31,2.21,7.85,25.41,25.41,24.55,34M,14.46,34.64,0,12051120,290836,5345,256,35
1340198,"Addison Arnold",1340198,G,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,2,0.45,0.26,0.17,0.07,0.15,0.05,0.03,0.62,0.71,0.88,0.08,0.43,1.11,1.11,1.15,5M,0,3.23,0,12051120,179296,5345,257,35
1520730,"Bishop Boswell",1520730,G,TENN,MIAOH,Tennessee,ACTIVE,12.5,148.5,80.5,27,6.42,4.24,3.04,0.88,1.67,1.05,0.16,9.46,10.66,13.7,1.21,7.28,18.05,18.05,18.33,28M,9.29,27.37,0,12070740,457997,5552,258,35
1458811,"Asa Thomas",1458811,F,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,21,6.33,2.44,1.21,1.57,0.5,0.36,0.27,7.54,8.77,9.98,0.63,3.65,12.44,12.44,12.98,22M,5.39,20.57,0,12051010,281680,5381,259,35
1599534,"Nginyu Ngala",1599534,G,KU,CALBA,Kansas,ACTIVE,14.5,141.5,78,0.75,0.17,0.08,0.04,0.03,0.05,0.02,0,0.21,0.25,0.29,0.02,0.12,0.35,0.35,0.37,5M,0,1.04,0,12051000,652336,5442,261,35
1522941,"Aleksandar Gavalyugov",1522941,G,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,22,9,1.97,3.06,1.82,1.46,0.39,0.01,12.06,10.97,14.03,0.4,5.03,15.71,15.71,17.04,24M,7.45,26.63,0,12051140,457475,5445,262,35
1343025,"Keeshawn Mason",1343025,F,PVA&M,UF,"Prairie View",ACTIVE,-35.5,155.5,60,2,0.51,0.35,0.04,0.03,0.08,0.05,0.05,0.55,0.86,0.9,0.1,0.39,1.23,1.23,1.2,5M,0,3.07,0,12070420,180562,5407,263,35
1232079,"Latrell Wrightsell",1232079,G,BAMA,HOF,Alabama,ACTIVE,11.5,158.5,85,28,13.12,3.15,1.94,2.74,0.87,0.97,0.02,15.06,16.27,18.21,0.99,5.09,21.9,21.9,22.88,30M,12.43,33.33,0,12051090,149660,5342,266,35
1402810,"Silas Sunday",1402810,F,HOF,BAMA,Hofstra,ACTIVE,-11.5,158.5,73.5,25.5,6,9.25,0.76,0.03,1.76,0.47,1.71,6.76,15.25,16.01,2.18,10.01,23.03,23.03,22.41,26M,11.42,33.4,0,12051090,246685,5342,267,35
1520785,"Malachi Palmer",1520785,G,VU,UTST,Villanova,ACTIVE,1.5,146.5,72.5,29,7.28,3.16,0.75,1.29,0.91,0.73,0.15,8.03,10.44,11.19,0.88,3.91,13.94,13.94,14.31,30M,7.77,20.85,0,12051150,455393,5579,268,35
1535811,"Brant Byers",1535811,F,MIAOH,TENN,"Miami (OH)",ACTIVE,-12.5,148.5,68,33,11.04,3.54,0.59,1.49,1.06,0.58,0.38,11.63,14.58,15.17,0.96,4.13,18,18,18.49,34M,11.12,25.86,0,12070740,458011,5552,269,35
1459515,"Alex Condon",1459515,F,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,28.5,16.75,6.91,2.8,0.28,2.72,0.48,1.29,19.55,23.66,26.46,1.77,9.71,31.81,31.81,32.09,30M,18,46.18,0,12070420,289021,5407,270,35
