PLAYERID,PLAYER,PARTNERID,POS,TEAM,OPP,TEAMNAME,STATUS,SPREAD,O/U,TOTAL,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,UD,PP,FPTS,RANGE,FLOOR,CEIL,POWN,SCHEDULE_ID,CORE_ID,CORETEAMID,REFID,OWNERSHIP
1519152,"Labaron Philon",1519152,G,BAMA,HOF,Alabama,ACTIVE,11.5,158.5,85,35,23.74,3.46,4.93,2.67,2.76,1.15,0.13,28.67,27.2,32.13,1.28,8.39,36.36,36.36,38.02,36M,23.05,52.99,0,12051090,457559,5342,17,35
1416380,"Wilder Evers",1416380,G,KU,CALBA,Kansas,ACTIVE,14.5,141.5,78,0.75,0.26,0.08,0.04,0.04,0.05,0.02,0.01,0.3,0.34,0.38,0.03,0.12,0.45,0.45,0.48,5M,0,1.35,0,12051000,245032,5442,18,35
1429393,"Aiden Sherrell",1429393,F,BAMA,HOF,Alabama,ACTIVE,11.5,158.5,85,29,13.16,6.76,1.5,0.81,1.15,0.37,1.68,14.66,19.92,21.42,2.05,8.26,28.51,28.51,27.94,30M,15.67,40.21,0,12051090,457583,5342,19,35
1408273,"Felix Okpara",1408273,C,TENN,MIAOH,Tennessee,ACTIVE,12.5,148.5,80.5,29,8.87,6.67,0.49,0.13,1.15,0.52,1.73,9.36,15.54,16.03,2.25,7.16,23.21,23.21,22.03,30M,22.03,22.03,0,12070740,244808,5552,22,35
1416381,"Ernest Udeh",1416381,C,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,32,6.79,9.31,0.71,0.02,0.56,0.99,1.84,7.5,16.1,16.81,2.83,10.02,26.95,26.95,25.12,34M,25.12,25.12,0,12051130,245037,8393,25,35
1537282,"Maban Jabriel",1537282,F,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,21,6.5,3.83,0.87,1.38,0.8,0.58,0.37,7.37,10.33,11.2,0.95,4.7,14.44,14.44,14.78,22M,6.13,23.43,0,12051070,458081,5517,26,35
1458391,"Zach Halligan",1458391,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,6.5,1.09,1.24,0.24,0.09,0.13,0.25,0.04,1.33,2.33,2.57,0.29,1.48,3.68,3.68,3.56,10M,0,7.66,0,12051080,289046,5560,29,35
1416382,"Zuby Ejiofor",1416382,F,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,32,16.32,7.7,3.3,0.52,2.28,1.07,2.18,19.62,24.02,27.32,3.25,11,37.97,37.97,36.82,34M,22.14,51.5,0,12050980,245031,5544,30,35
1405393,"Eric Mulder",1405393,G,ISU,TENNS,"Iowa State",ACTIVE,24.5,147.5,86,3,0.97,0.68,0.18,0.11,0.27,0.13,0.02,1.15,1.65,1.83,0.15,0.86,2.24,2.24,2.31,5M,0,6.48,0,12051160,246924,5438,31,35
1616483,"Elijah Mitchell",1616483,G,PVA&M,UF,"Prairie View",ACTIVE,-35.5,155.5,60,26,4.61,2.78,0.8,0.7,0.23,0.56,0.24,5.41,7.39,8.19,0.8,3.58,11.3,11.3,11.11,28M,5.63,16.59,0,12070420,659501,5407,32,35
1432190,"Isaiah Miranda",1432190,F,LIU,ARIZ,"Long Island University",ACTIVE,-30.5,147.5,58.5,3,0.82,0.64,0.11,0.05,0.2,0.08,0.23,0.93,1.46,1.57,0.31,0.75,2.48,2.48,2.33,5M,0,5.96,0,12051120,255524,5345,33,35
1348260,"Malik Thomas",1348260,G,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,24.5,13.44,3.98,1.36,1.71,1.51,0.58,0.04,14.8,17.42,18.78,0.62,5.34,20.62,20.62,21.82,26M,10.47,33.17,0,12051110,180137,5580,34,35
1458392,"Marvin Musiime-Kamali",1458392,F,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,6.5,1.16,1.54,0.41,0.01,0.12,0.26,0.12,1.57,2.7,3.11,0.38,1.95,4.66,4.66,4.42,10M,0,9.15,0,12051080,289080,5560,35,35
1405372,"Braden Smith",1405372,G,PUR,QUEEN,Purdue,ACTIVE,25.5,159.5,92.5,34,14.49,3.64,7.92,1.68,2.81,1.69,0.34,22.41,18.13,26.05,2.03,11.56,34.03,34.03,34.74,36M,21.06,48.42,0,12051070,244817,5517,38,35
1538362,"Luke Bamgboye",1538362,F,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,22,6.95,4.77,0.85,0.11,1.2,0.5,1.3,7.8,11.72,12.57,1.8,5.62,18.13,18.13,17.24,24M,8.39,26.09,0,12051080,457982,5560,39,35
1408243,"Tarris Reed",1408243,F,UCONN,FUR,Connecticut,ACTIVE,20.5,135.5,78,27,13.84,8.54,2.73,0.02,1.88,0.82,1.88,16.57,22.38,25.11,2.7,11.27,34.42,34.42,33.48,28M,17.85,49.11,0,12051010,244811,5381,41,35
1542180,"Ian Jackson",1542180,G,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,13,5.59,1.6,0.72,0.99,1.18,0.53,0.12,6.31,7.19,7.91,0.65,2.32,9.36,9.36,9.88,14M,1.26,18.5,0,12050980,503259,5544,42,35
1401391,"Ja'Kobi Gillespie",1401391,G,TENN,MIAOH,Tennessee,ACTIVE,12.5,148.5,80.5,36,18.52,2.86,5.42,3.22,2.05,2.33,0.19,23.94,21.38,26.8,2.52,8.28,35.6,35.6,35.92,40M,22.67,49.17,0,12070740,244886,5552,43,35
1415581,"Amani Lyles",1415581,F,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,30.5,12.65,9.18,1.91,1.08,2.32,0.84,0.79,14.56,21.83,23.74,1.63,11.09,29.11,29.11,30.07,32M,17.79,42.35,0,12051080,245831,5560,44,35
1405461,"Tyler Bilodeau",1405461,F,UCLA,UCF,UCLA,"Q(Knee - 03/15/2026)",5.5,151.5,78.5,6,3.67,1.32,0.19,0.41,0.33,0.07,0.1,3.86,4.99,5.18,0.17,1.51,5.73,5.73,5.99,10M,0,12.4,0,12051020,244867,5568,45,35
1537285,"Yoav Berman",1537285,F,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,30.5,10.35,4.49,3.87,1.04,1.49,0.81,0.27,14.22,14.84,18.71,1.08,8.36,23.31,23.31,23.74,32M,14.04,33.44,0,12051070,457989,5517,46,35
1406011,"Zach Keller",1406011,F,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,20,5.25,3.26,0.8,0.46,0.98,0.25,0.19,6.05,8.51,9.31,0.44,4.06,10.72,10.72,11.16,22M,4.63,17.69,0,12051150,245507,5579,47,35
1406033,"Leon Bond",1406033,G,UNI,STJN,"Northern Iowa",ACTIVE,-10.5,132.5,61,34,10.25,3.95,1.1,0.99,1.21,0.73,0.62,11.35,14.2,15.3,1.35,5.05,19.49,19.49,19.44,36M,11.79,27.09,0,12050980,245465,5544,48,35
1519465,"Collin Chandler",1519465,G,UK,STC,Kentucky,ACTIVE,3.5,157.5,80.5,32,11.58,3.03,2.56,2.69,1.75,1.21,0.07,14.14,14.61,17.17,1.28,5.59,21.17,21.17,22.25,34M,13.11,31.39,0,12051140,457435,5445,49,35
1408266,"Bowen Hardman",1408266,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,22.5,8.02,1.68,0.34,2.19,0.35,0.14,0.01,8.36,9.7,10.04,0.15,2.02,10.66,10.66,11.86,24M,5.19,18.53,0,12051080,244789,5560,50,35
1257170,"Corey Dunning",1257170,F,PVA&M,UF,"Prairie View",ACTIVE,-35.5,155.5,60,30,1.96,6.09,0.98,0.03,0.76,1.12,1.82,2.94,8.05,9.03,2.94,7.07,18.78,18.78,16.57,32M,9.8,23.34,0,12070420,219824,5407,51,35
1401480,"Dillon Hunter",1401480,G,CLEM,IOWA,Clemson,ACTIVE,1.5,131.5,65,31,6.72,3.9,2.96,0.63,1.44,0.83,0.24,9.68,10.62,13.58,1.07,6.86,17.61,17.61,17.77,32M,9.95,25.59,0,12051200,245500,5374,53,35
1535141,"Bradey Henige",1535141,F,CALBA,KU,"California Baptist",ACTIVE,-14.5,141.5,63.5,20.5,4.31,5.71,0.54,0.02,0.85,0.34,0.39,4.85,10.02,10.56,0.73,6.25,13.3,13.3,13.32,22M,5.53,21.11,0,12051000,504279,5442,55,35
1402283,"Denzel Aberdeen",1402283,G,UK,STC,Kentucky,ACTIVE,3.5,157.5,80.5,34.5,14.4,3.69,4.01,1.93,1.42,0.63,0.09,18.41,18.09,22.1,0.72,7.7,25.58,25.58,26.73,36M,16.2,37.26,0,12051140,245062,5445,56,35
1405440,"Jeremy Foumena",1405440,C,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,1,0.34,0.24,0.02,0,0.04,0.01,0.03,0.36,0.58,0.6,0.04,0.26,0.74,0.74,0.74,5M,0.74,0.74,0,12051020,245628,5568,57,35
1404076,"Jackson Francois",1404076,G,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,2,0.71,0.3,0.13,0.09,0.2,0.06,0.01,0.84,1.01,1.14,0.07,0.43,1.29,1.29,1.38,5M,0,3.87,0,12051120,245815,5345,59,35
1529443,"Kam Williams",1529443,G,UK,STC,Kentucky,ACTIVE,3.5,157.5,80.5,12,4.24,1.2,0.65,0.88,0.61,0.34,0.14,4.89,5.44,6.09,0.48,1.85,7.48,7.48,7.8,14M,1,14.6,0,12051140,457219,5445,60,35
1617311,"Thierry Darlan",1617311,G,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,15,4.92,3.14,0.62,0.92,0.97,0.35,0.44,5.54,8.06,8.68,0.79,3.76,11.02,11.02,11.33,16M,2.44,20.22,0,12051140,659490,5445,61,35
1408223,"Brendan Hausen",1408223,G,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,5,1.56,0.28,0.26,0.39,0.11,0.13,0.02,1.82,1.84,2.1,0.15,0.54,2.64,2.64,2.75,10M,0,5.92,0,12051200,245089,5374,62,35
1409675,"Ugonna Onyenso",1409675,F,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,22.5,8.05,6.17,0.68,0.33,0.66,0.9,2.91,8.73,14.22,14.9,3.81,6.85,27.25,27.25,24.3,24M,11.82,36.78,0,12051110,245044,5580,63,35
1529597,"Trent Perry",1529597,G,UCLA,UCF,UCLA,ACTIVE,5.5,151.5,78.5,34,15.1,3.72,2.95,1.66,1.85,0.89,0.28,18.05,18.82,21.77,1.17,6.67,25.67,25.67,26.44,36M,16.03,36.85,0,12051020,457557,5568,65,35
1519466,"Trent Noah",1519466,F,UK,STC,Kentucky,ACTIVE,3.5,157.5,80.5,1,0.31,0.23,0.05,0.05,0.04,0.03,0.02,0.36,0.54,0.59,0.05,0.28,0.76,0.76,0.77,5M,0,1.97,0,12051140,457544,5445,66,35
1404990,"Donovan Dent",1404990,G,UCLA,UCF,UCLA,"P(Calf - 03/15/2026)",5.5,151.5,78.5,32,13.51,3.57,6.81,0.74,1.82,1.35,0.2,20.32,17.08,23.89,1.55,10.38,30.83,30.83,30.91,34M,18.21,43.61,0,12051020,246037,5568,69,35
1405980,"Mason Falslev",1405980,G,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,33,14.88,6.36,3.35,1.31,1.97,1.48,0.24,18.23,21.24,24.59,1.72,9.71,30.71,30.71,31.09,34M,18.31,43.87,0,12051150,246042,5579,71,35
1324096,"Ben Schwieger",1324096,G,UNI,STJN,"Northern Iowa",ACTIVE,-10.5,132.5,61,27,8.19,4.17,1.53,1.04,1.2,0.91,0.53,9.72,12.36,13.89,1.44,5.7,18.6,18.6,18.49,28M,9.37,27.61,0,12050980,179690,5544,72,35
1325097,"Trey Kaufman-Renn",1325097,F,PUR,QUEEN,Purdue,ACTIVE,25.5,159.5,92.5,27,15.89,8.23,2.16,0.04,1.55,0.29,0.34,18.05,24.12,26.28,0.63,10.39,29.35,29.35,30.3,28M,16.15,44.45,0,12051070,179945,5517,73,35
1547396,"Viktor Mikic",1547396,C,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,2,0.9,0.49,0.09,0.04,0.26,0.03,0.08,0.99,1.39,1.48,0.11,0.58,1.69,1.69,1.76,5M,1.76,1.76,0,12070420,505788,5407,74,35
1405595,"Antwone Woolfolk",1405595,F,MIAOH,TENN,"Miami (OH)",ACTIVE,-12.5,148.5,68,23,7.46,4.58,1.24,0.18,1.4,1,0.42,8.7,12.04,13.28,1.42,5.82,17.68,17.68,17.28,24M,8.41,26.15,0,12070740,244819,5552,75,35
1406035,"Dylan Darling",1406035,G,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,27.5,8.69,3.44,2.59,1.2,1.82,1.56,0.08,11.28,12.13,14.72,1.64,6.03,19.81,19.81,19.85,28M,10.06,29.64,0,12050980,245477,5544,78,35
1408158,"Dillon Mitchell",1408158,F,STJN,UNI,"St. John's (NY)",ACTIVE,10.5,132.5,71.5,30,6.75,7.29,3.13,0.03,1.11,0.99,0.56,9.88,14.04,17.17,1.55,10.42,23.72,23.72,23.22,32M,13.74,32.7,0,12050980,245100,5544,79,35
1519126,"Flory Bidunga",1519126,F,KU,CALBA,Kansas,ACTIVE,14.5,141.5,78,32.5,13.37,8.5,1.29,0.03,1.54,0.69,2.78,14.66,21.87,23.16,3.47,9.79,34.36,34.36,32.47,34M,19.52,45.42,0,12051000,455358,5442,80,35
1401493,"Noah Williamson",1401493,C,BAMA,HOF,Alabama,ACTIVE,11.5,158.5,85,10,1.71,1.77,0.28,0.06,0.71,0.36,0.23,1.99,3.48,3.76,0.59,2.05,5.29,5.29,5.18,12M,5.18,5.18,0,12051090,246251,5342,82,35
1401394,"Tre Donaldson",1401394,G,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,34,15.28,3.32,4.89,2.07,2.02,1.12,0.22,20.17,18.6,23.49,1.34,8.21,28.59,28.59,29.5,36M,17.88,41.12,0,12051130,244978,8393,83,35
1405882,"Trey Campbell",1405882,G,UNI,STJN,"Northern Iowa",ACTIVE,-10.5,132.5,61,36,12.57,4.42,3.38,1.87,2.38,1.33,0.42,15.95,16.99,20.37,1.75,7.8,25.82,25.82,26.43,40M,16.68,36.18,0,12050980,244873,5544,84,35
1538641,"Elijah Mahi",1538641,F,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,32,13.15,6.18,2.62,1.29,2.15,1.63,0.48,15.77,19.33,21.95,2.11,8.8,28.67,28.67,28.7,34M,17.26,40.14,0,12051140,504259,5445,86,35
1405310,"Jalen Pitre",1405310,F,TENNS,ISU,"Tennessee State",ACTIVE,-24.5,147.5,61.5,23,4.39,5.59,0.8,0.03,1.19,1.09,0.55,5.19,9.98,10.78,1.64,6.39,16.03,16.03,15.3,24M,7.44,23.16,0,12051160,657249,5438,88,35
1402285,"Riley Kugel",1402285,G,UCF,UCLA,UCF,"Q(Undisclosed - 03/20/2026)",-5.5,151.5,73,29,12.63,3.16,2.27,1.86,1.73,0.89,0.18,14.9,15.79,18.06,1.07,5.43,21.33,21.33,22.21,30M,12.06,32.36,0,12051020,245068,5568,89,35
1419247,"Elijah Hulsewe",1419247,C,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,4,1.35,1.19,0.09,0.03,0.18,0.14,0.11,1.44,2.54,2.63,0.25,1.28,3.49,3.49,3.41,5M,3.41,3.41,0,12051020,247111,5568,91,35
1458561,"Almar Atlason",1458561,F,MIAOH,TENN,"Miami (OH)",ACTIVE,-12.5,148.5,68,19,6.72,2.17,0.74,1.21,0.79,0.11,0.27,7.46,8.89,9.63,0.38,2.91,10.8,10.8,11.52,20M,4.57,18.47,0,12070740,289173,5552,93,35
1523550,"Sharron Young",1523550,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,20,6.29,2.85,1.1,1.09,0.86,1.56,0.09,7.39,9.14,10.24,1.65,3.95,15.44,15.44,14.91,22M,5.78,24.04,0,12051080,458241,5560,94,35
1324395,"Jayden Jackson",1324395,G,CALBA,KU,"California Baptist",ACTIVE,-14.5,141.5,63.5,33,9.62,3.65,1.96,2.31,1.45,0.58,0.39,11.58,13.27,15.23,0.97,5.61,18.42,18.42,19.51,34M,11.49,27.53,0,12051000,179847,5442,95,35
1401593,"Anthony Dell'Orso",1401593,G,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,21,9.44,2.03,1.31,1.67,1.03,0.86,0.11,10.75,11.47,12.78,0.97,3.34,15.72,15.72,16.2,22M,6.28,26.12,0,12051120,246480,5345,96,35
1549840,"Shadrak Lasu",1549840,F,LIU,ARIZ,"Long Island University",ACTIVE,-30.5,147.5,58.5,27.5,4.82,6.53,0.52,0.31,1.06,0.44,1.69,5.34,11.35,11.87,2.13,7.05,18.77,18.77,17.7,28M,9.44,25.96,0,12051120,507499,5345,97,35
1416410,"Micah Handlogten",1416410,C,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,13.5,3.47,5.15,0.69,0.01,0.58,0.55,0.77,4.16,8.62,9.31,1.32,5.84,14.08,14.08,13.32,14M,13.32,13.32,0,12070420,245381,5407,99,35
1406752,"Jacari White",1406752,G,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,18,9.13,2.2,1.08,1.99,1.16,0.5,0.1,10.21,11.33,12.41,0.6,3.28,14.05,14.05,15.13,20M,5.17,25.09,0,12051110,245556,5580,102,35
1610164,"Brayden Burries",1610164,G,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,28.5,17.4,4.34,2.37,1.87,1.29,1.51,0.08,19.77,21.74,24.11,1.59,6.71,29.64,29.64,29.87,30M,16.23,43.51,0,12051120,651986,5345,103,35
1408204,"Logan Woods",1408204,G,WRIGH,UVA,"Wright State",ACTIVE,-17.5,146.5,64.5,18,4.18,1.99,1.23,0.63,0.68,0.23,0.02,5.41,6.17,7.4,0.25,3.22,8.48,8.48,8.98,20M,3.07,14.89,0,12051110,246946,5580,105,35
1599593,"Abijah Franklin",1599593,G,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,8,2.3,1.06,0.52,0.36,0.5,0.41,0.03,2.82,3.36,3.88,0.44,1.58,5.16,5.16,5.21,10M,0,11.21,0,12051010,653544,5381,106,35
1459530,"Cooper Bowser",1459530,F,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,29,11.06,5.21,1.33,0.06,1.44,0.43,0.91,12.39,16.27,17.6,1.34,6.54,21.9,21.9,21.6,30M,12.11,31.09,0,12051010,289678,5381,107,35
1522220,"Dallas Thomas",1522220,F,CLEM,IOWA,Clemson,ACTIVE,1.5,131.5,65,4,1.57,0.55,0.13,0.19,0.19,0.1,0.1,1.7,2.12,2.25,0.2,0.68,2.83,2.83,2.85,5M,0,7.29,0,12051200,458217,5374,108,35
1536861,"Andrea Holden",1536861,F,WRIGH,UVA,"Wright State",ACTIVE,-17.5,146.5,64.5,14,5.04,3.6,0.42,0.02,0.98,0.41,0.85,5.46,8.64,9.06,1.26,4.02,12.82,12.82,12.23,16M,3.2,21.26,0,12051110,459250,5580,109,35
1523551,"Eric Mahaffey",1523551,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,17.5,4.99,4.3,1.06,0.48,0.75,0.57,0.46,6.05,9.29,10.35,1.03,5.36,14.08,14.08,13.88,18M,3.9,23.86,0,12051080,458113,5560,110,35
1325144,"Gus Larson",1325144,F,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,7.5,1.61,1.22,0.36,0.02,0.47,0.26,0.07,1.97,2.83,3.19,0.33,1.58,4.13,4.13,4.11,10M,0,8.51,0,12051070,179910,5517,113,35
1538643,"Allen Graves",1538643,F,STC,UK,"Santa Clara",ACTIVE,-3.5,157.5,77,25,13.63,7.56,1.78,1.38,0.83,1.82,1.21,15.41,21.19,22.97,3.03,9.34,33.64,33.64,32.34,26M,16.48,48.2,0,12051140,504247,5445,114,35
1415586,"Tavari Johnson",1415586,G,AKR,TTU,Akron,ACTIVE,-6.5,154.5,74,33.5,17.46,3.46,4.01,1.67,2.75,1.01,0.31,21.47,20.92,24.93,1.32,7.47,28.83,28.83,29.92,34M,17.63,42.21,0,12051080,245824,5560,115,35
1405367,"Fletcher Loyer",1405367,G,PUR,QUEEN,Purdue,ACTIVE,25.5,159.5,92.5,29,16.32,2.62,2.21,3.41,0.84,0.83,0.1,18.53,18.94,21.15,0.93,4.83,24.71,24.71,26.04,30M,14.15,37.93,0,12051070,244803,5517,117,35
1232480,"Jacob Crews",1232480,G,MIZZ,MIA,Missouri,ACTIVE,-1.5,145.5,72,13,3.68,1.85,0.15,1.05,0.36,0.06,0.04,3.83,5.53,5.68,0.1,2,6.09,6.09,6.78,14M,0.87,12.69,0,12051130,149237,8393,119,35
1614378,"Jaylen Petty",1614378,G,TTU,AKR,"Texas Tech",ACTIVE,6.5,154.5,80.5,35,12.29,4.99,2.29,2.33,1.28,0.6,0.02,14.58,17.28,19.57,0.62,7.28,22.28,22.28,23.75,36M,14.4,33.1,0,12051080,652341,5560,120,35
1234460,"Devin Tillis",1234460,F,UVA,WRIGH,Virginia,ACTIVE,17.5,146.5,82,12.5,3.65,2.25,1.01,0.56,0.67,0.18,0.05,4.66,5.9,6.91,0.23,3.26,7.9,7.9,8.39,14M,1.52,15.26,0,12051110,150057,5580,121,35
1406038,"MJ Collins",1406038,G,UTST,VU,"Utah State",ACTIVE,-1.5,146.5,74,31.5,15.59,2.87,1.59,2,1.15,0.79,0.09,17.18,18.46,20.05,0.88,4.46,22.93,22.93,23.77,32M,13.31,34.23,0,12051150,245474,5579,122,35
1402782,"Malik Reneau",1402782,F,MIA,MIZZ,"Miami (FL)",ACTIVE,1.5,145.5,73.5,29,16.31,6.45,1.69,0.76,2.81,0.93,0.62,18,22.76,24.45,1.55,8.14,28.39,28.39,29.1,30M,16.32,41.88,0,12051130,244561,8393,123,35
1418832,"George Beale",1418832,G,UCF,UCLA,UCF,ACTIVE,-5.5,151.5,73,1,0.41,0.12,0.04,0.1,0.03,0.02,0.01,0.45,0.53,0.57,0.03,0.16,0.64,0.64,0.69,5M,0,1.94,0,12051020,247197,5568,127,35
1547356,"Urban Klavzar",1547356,G,UF,PVA&M,Florida,ACTIVE,35.5,155.5,95.5,18.5,9.62,1.61,0.97,2.3,0.73,0.33,0.06,10.59,11.23,12.2,0.39,2.58,13.45,13.45,14.66,20M,5.01,24.31,0,12070420,505779,5407,129,35
1610166,"Ivan Kharchenkov",1610166,F,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,27,10.52,4,2.17,1.02,1.46,1.14,0.31,12.69,14.52,16.69,1.45,6.17,21.46,21.46,21.45,28M,11.43,31.47,0,12051120,652068,5345,130,35
1405698,"Tobe Awaka",1405698,F,ARIZ,LIU,Arizona,ACTIVE,30.5,147.5,89,21,8.89,8.22,0.63,0.13,0.95,0.38,0.8,9.52,17.11,17.74,1.18,8.85,22.28,22.28,22.27,22M,9.24,35.3,0,12051120,244971,5345,131,35
1461380,"Solomon Callaghan",1461380,G,WRIGH,UVA,"Wright State",ACTIVE,-17.5,146.5,64.5,24.5,6.78,1.86,0.95,1.62,0.73,0.51,0.02,7.73,8.64,9.59,0.53,2.81,11.29,11.29,12.03,26M,5.77,18.29,0,12051110,290338,5580,133,35
1532770,"Tavion Banks",1532770,G,IOWA,CLEM,Iowa,ACTIVE,-1.5,131.5,66.5,26,9.49,4.63,1.05,0.56,1.37,0.95,0.31,10.54,14.12,15.17,1.26,5.68,19.02,19.02,18.98,28M,9.62,28.34,0,12051200,505475,5374,136,35
1597274,"Kam Clark",1597274,F,QUEEN,PUR,"Queens Nc",ACTIVE,-25.5,159.5,67,1,0.22,0.18,0.04,0.02,0.05,0.02,0.02,0.26,0.4,0.44,0.04,0.22,0.56,0.56,0.57,5M,0,1.46,0,12051070,656609,5517,137,35
1599595,"Cole Bowser",1599595,G,FUR,UCONN,Furman,ACTIVE,-20.5,135.5,57.5,20,3.37,4.26,0.42,0.55,0.94,0.62,0.2,3.79,7.63,8.05,0.82,4.68,10.63,10.63,10.77,22M,4.18,17.36,0,12051010,653531,5381,138,35
1541031,"Dominic Pangonis",1541031,G,WRIGH,UVA,"Wright State",ACTIVE,-17.5,146.5,64.5,26,6.34,2.21,0.91,1.01,0.91,0.85,0.13,7.25,8.55,9.46,0.98,3.12,12.41,12.41,12.5,28M,6.34,18.66,0,12051110,460495,5580,139,35
