PLAYERID,PLAYER,PARTNERID,POS,TEAM,OPP,TEAMNAME,STATUS,SPREAD,O/U,TOTAL,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,UD,PP,FPTS,RANGE,FLOOR,CEIL,POWN,SCHEDULE_ID,CORE_ID,CORETEAMID,REFID,OWNERSHIP
1193615,"Rashaun Agee",1193615,F,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,31,13.34,9.51,2.68,0.84,1.98,0.81,0.79,16.02,22.85,25.53,1.6,12.19,31.57,31.57,32.37,32M,19.14,45.6,0.0001,12078230,92653,87955,1,
1481728,"Ben Humrichous",1481728,F,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,21,5.65,3.76,0.65,1.52,0.27,0.46,0.48,6.3,9.41,10.06,0.94,4.41,13.68,13.68,13.83,22M,5.74,21.92,0,12078220,289247,5430,2,35
1409680,"Obinnaya Okafor",1409680,F,VCU,IL,"Virginia Commonwealth","O(Undisclosed - 01/09/2026)",-11.5,150.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078220,245696,5430,3,35
1408140,"Jacari Lane",1408140,G,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,5,1.21,0.44,0.65,0.16,0.34,0.14,0.01,1.86,1.65,2.3,0.15,1.09,2.83,2.83,2.95,10M,0,6.35,0,12078230,247219,87955,4,35
1528470,"Jesse McCulloch",1528470,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,505258,5465,5,35
1418041,"Mason Nicholson",1418041,C,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,247222,5485,6,35
1528471,"Brennan Walton",1528471,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,505309,5465,7,35
1636194,"Neiko Mundey",1636194,G,TA&M,UH,TA&M,ACTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681529,0,8,35
1618341,"Dorian Grosber",1618341,G,HIGHP,ARK,"High Point",ACTIVE,-12.5,169.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076400,663469,5347,9,35
1528472,"Colin Walton",1528472,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,505308,5465,10,35
1408253,"Roddy Gayle",1408253,G,MICH,STL,Michigan,ACTIVE,12.5,161.5,87,22,7.83,3.71,1.31,0.59,1.65,1.17,0.41,9.14,11.54,12.85,1.58,5.02,17.35,17.35,17.08,24M,7.46,26.7,0,12078240,244785,8396,11,35
1408154,"Connor Essegian",1408154,G,NEB,VAND,Nebraska,"O(Ankle - 11/29/2025)",1.5,146.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,244783,5485,12,35
1519133,"Darren Harris",1519133,G,DUKE,TCU,Duke,ACTIVE,12.5,139.5,76,4,1.25,0.37,0.13,0.21,0.12,0.13,0.01,1.38,1.62,1.75,0.14,0.5,2.19,2.19,2.23,5M,0,6.25,0,12076310,458068,5396,13,35
1324181,"Zach Clemence",1324181,F,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,21,7.51,3.6,0.87,1.18,1.11,0.59,0.57,8.38,11.11,11.98,1.16,4.47,15.49,15.49,15.66,22M,6.5,24.82,0,12078230,179660,87955,14,35
1459591,"Jacob McFarland",1459591,C,UH,TA&M,Houston,ACTIVE,10.5,143.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078230,281798,87955,15,35
1324082,"Ramon Walker",1324082,G,UH,TA&M,Houston,ACTIVE,10.5,143.5,77,1,0.25,0.15,0.05,0.04,0.04,0.02,0.01,0.3,0.4,0.45,0.03,0.2,0.55,0.55,0.57,5M,0,1.6,0,12078230,180726,87955,16,35
1546381,"Anthon McDermott",1546381,G,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,504442,5422,17,35
1538351,"Brandon Jennings",1538351,G,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,27,7.65,4.12,2.29,0.87,1.08,1.75,0.93,9.94,11.77,14.06,2.68,6.41,22.99,22.99,21.5,28M,10.9,32.1,0,12078220,458085,5430,18,35
1605990,"Lewis Obiorah",1605990,C,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,654425,5422,19,35
1405042,"Jalen Washington",1405042,F,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,21,7.36,6.33,0.67,0.29,1.14,0.33,1.17,8.03,13.69,14.36,1.5,7,19.32,19.32,18.91,22M,7.85,29.97,0,12076340,245552,5485,20,35
1618684,"Davis Fogle",1618684,G,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,25,10.84,4.38,1.93,0.64,0.9,0.8,0.85,12.77,15.22,17.15,1.65,6.31,23.04,23.04,22.39,26M,10.74,34.04,0,12078250,665886,5422,21,35
1408265,"Christian Fermin",1408265,C,VCU,IL,"Virginia Commonwealth","O(Personal - 11/22/2025)",-11.5,150.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078220,245621,5430,22,35
1413172,"Kylan Boswell",1413172,G,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,23,9.52,3.06,2.12,0.82,1.14,0.64,0.02,11.64,12.58,14.7,0.66,5.18,17.21,17.21,17.68,24M,7.72,27.64,0,12078220,244871,5430,23,35
1408464,"Kellen Thames",1408464,G,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,17.5,8.44,4.17,1.45,0.16,1.34,1,0.13,9.89,12.61,14.06,1.13,5.62,17.68,17.68,17.51,18M,4.9,30.12,0,12078240,245737,8396,24,35
1408167,"Pop Isaacs",1408167,G,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,27,8.98,3.49,2.89,1.68,2.13,0.71,0.07,11.87,12.47,15.36,0.78,6.38,17.71,17.71,19.01,28M,9.64,28.38,0,12078230,245091,87955,25,35
1519135,"Patrick Ngongba",1519135,C,DUKE,TCU,Duke,ACTIVE,12.5,139.5,76,4,4.17,4.14,0.72,0.25,0.25,0.1,0.26,4.89,8.31,9.03,0.36,4.86,11.04,11.04,11.14,5M,11.14,11.14,0,12076310,458142,5396,26,35
1528486,"Justin Bolis",1528486,F,NEB,VAND,Nebraska,ACTIVE,1.5,146.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,455360,5485,27,35
1408135,"Maliq Brown",1408135,F,DUKE,TCU,Duke,ACTIVE,12.5,139.5,76,26,5.41,6.12,2.04,0.23,1.64,2.12,0.92,7.45,11.53,13.57,3.04,8.16,23.31,23.31,21.54,28M,11.48,31.6,0,12076310,245467,5396,28,35
1618686,"Alonzo Metz",1618686,G,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,665888,5422,29,35
1235095,"Jadrian Tracey",1235095,F,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,19,7.55,2.16,1.2,1.55,1.07,0.49,0.28,8.75,9.71,10.91,0.77,3.36,13.2,13.2,13.85,20M,5.49,22.21,0,12078220,149950,5430,30,35
1524582,"Kur Teng",1524582,G,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,23,9.31,2.39,1.27,2.41,1.17,0.31,0.03,10.58,11.7,12.97,0.34,3.66,13.95,13.95,15.52,24M,6.78,24.26,0,12076410,505302,5465,31,35
1416331,"Isaac Holmes",1416331,G,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078240,244891,8396,32,35
1413196,"Braden Huff",1413196,F,GONZ,TEX,Gonzaga,"O(Knee - 01/15/2026)",6.5,146.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,246050,5422,33,35
1601153,"Cam Ward",1601153,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,15,4.77,3.75,0.26,0.03,0.79,0.48,0.95,5.03,8.52,8.78,1.43,4.01,13.16,13.16,12.33,16M,3.23,21.43,0,12076410,652190,5465,34,35
1408213,"Kalu Anya",1408213,F,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078240,246897,8396,35,35
1409203,"Terry Anderson",1409203,F,HIGHP,ARK,"High Point",ACTIVE,-12.5,169.5,78.5,34,17,7.91,2.27,0.51,2.18,1.78,0.67,19.27,24.91,27.18,2.45,10.18,35.06,35.06,34.7,36M,21.4,48,0,12076400,245572,5347,36,35
1618687,"Mario Saint-Supery",1618687,G,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,27,9.38,3.01,3.29,1.96,1.66,1.17,0.23,12.67,12.39,15.68,1.4,6.3,20.49,20.49,21.05,28M,10.67,31.43,0,12078250,669765,5422,37,35
1519357,"Chase McCarty",1519357,F,UH,TA&M,Houston,ACTIVE,10.5,143.5,77,15.5,5.34,3.22,0.21,1.09,0.43,0.36,0.39,5.55,8.56,8.77,0.75,3.43,11.34,11.34,11.51,16M,3.01,20.01,0,12078230,455388,87955,38,35
1404980,"Cale Jacobsen",1404980,G,NEB,VAND,Nebraska,ACTIVE,1.5,146.5,72.5,20,5.11,2.6,0.98,0.53,0.72,0.93,0.32,6.09,7.71,8.69,1.25,3.58,12.73,12.73,12.23,22M,4.73,19.73,0,12076340,244795,5485,39,35
1459595,"Kordelius Jefferson",1459595,G,UH,TA&M,Houston,"O(Knee - 01/10/2026)",10.5,143.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078230,281789,87955,40,35
1405376,"Camden Heide",1405376,F,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,20,3.93,2.21,0.45,1.03,0.41,0.25,0.11,4.38,6.14,6.59,0.36,2.66,7.94,7.94,8.41,22M,3.49,13.33,0,12078250,244790,5422,41,35
1601154,"Jordan Scott",1601154,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,28,8.37,3.3,1.6,1.84,1.32,1.21,0.87,9.97,11.67,13.27,2.08,4.9,19.62,19.62,19.3,30M,10.8,27.8,0,12076410,652159,5465,42,35
1406014,"Miles Keeffe",1406014,G,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,244985,5485,43,35
1405046,"Tyler Nickel",1405046,F,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,33,11.15,4.02,1.06,2.77,1.08,0.66,0.45,12.21,15.17,16.23,1.11,5.08,19.82,19.82,20.84,34M,12.53,29.15,0,12076340,245530,5485,44,35
1487370,"Emmanuel Innocenti",1487370,F,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,34,7.78,5.28,1.99,0.84,0.46,1.42,0.6,9.77,13.06,15.05,2.02,7.27,22.72,22.72,21.64,36M,13.34,29.94,0,12078250,291702,5422,45,35
1605235,"Caden Miller",1605235,F,HIGHP,ARK,"High Point",ACTIVE,-12.5,169.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076400,655268,5347,46,35
1408137,"Ugnius Jarusevicius",1408137,F,NEB,VAND,Nebraska,"O(Back - 02/13/2026)",1.5,146.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,246503,5485,47,35
1618688,"Parker Jefferson",1618688,F,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,665887,5422,48,35
1519358,"Mercy Miller",1519358,G,UH,TA&M,Houston,ACTIVE,10.5,143.5,77,20,7.93,3.52,0.52,0.86,0.9,0.95,0.28,8.45,11.45,11.97,1.23,4.04,15.7,15.7,15.53,22M,6.01,25.05,0,12078230,505510,87955,49,35
1404981,"Henry Burt",1404981,F,NEB,VAND,Nebraska,"O(Knee - 01/09/2026)",1.5,146.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,244777,5485,50,35
1324153,"Michael James",1324153,G,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,179015,5485,51,35
1413220,"Jaxon Kohler",1413220,F,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,29.5,13,9.66,1.44,1.7,1.41,0.58,0.73,14.44,22.66,24.1,1.31,11.1,29.27,29.27,30.51,30M,17.07,43.95,0,12076410,244799,5465,52,35
1402594,"Spencer Legg",1402594,F,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,246513,5465,53,35
1459596,"Joseph Tugler",1459596,F,UH,TA&M,Houston,ACTIVE,10.5,143.5,77,27,10.09,5.77,1.33,0.02,1.63,1.03,1.69,11.42,15.86,17.19,2.72,7.1,25.53,25.53,23.99,28M,12.78,35.2,0,12078230,281814,87955,54,35
1406763,"Federiko Federiko",1406763,C,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078230,245486,87955,55,35
1405553,"Ifeanyi Ufochukwu",1405553,C,DUKE,TCU,Duke,"O(Undisclosed - 03/14/2026)",12.5,139.5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076310,246422,5396,56,35
1326056,"Devin McGlockton",1326056,F,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,28,8.43,8.5,1.16,0.92,1.35,0.27,0.73,9.59,16.93,18.09,1,9.66,22.03,22.03,22.82,30M,12.76,32.88,0,12076340,179338,5485,57,35
1406026,"Isaac McKneely",1406026,G,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,34,11.83,3.32,2.09,3.11,1.15,0.67,0.02,13.92,15.15,17.24,0.69,5.41,19.87,19.87,21.48,36M,13.02,29.94,0,12076410,245520,5465,58,35
1529017,"Amari McCottry",1529017,G,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,26,9.82,5.78,2.9,0.5,2.37,1.16,0.61,12.72,15.6,18.5,1.77,8.68,24.04,24.04,24.06,28M,12.2,35.92,0,12078240,458120,8396,59,35
1589781,"Brandon Lee",1589781,G,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078220,652076,5430,60,35
1418633,"Cole Sherman",1418633,G,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,246934,5465,61,35
1535156,"Adrian Wooley",1535156,G,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,32,10.35,5.08,2.68,1.55,1.88,0.73,0.02,13.03,15.43,18.11,0.75,7.76,20.86,20.86,22.1,34M,13.02,31.18,0,12076410,458240,5465,62,35
1241390,"Kasean Pryor",1241390,G,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,149672,5465,63,35
1427004,"AK Okereke",1427004,F,VAND,NEB,Vanderbilt,ACTIVE,-1.5,146.5,74,26,8.55,4.3,2.25,1.29,1.22,0.45,0.68,10.8,12.85,15.1,1.13,6.55,19.25,19.25,19.6,28M,10.44,28.76,0,12076340,252706,5485,64,35
1589782,"David Mirkovic",1589782,F,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,33,15.99,8.04,2.73,1.87,2.18,0.46,0.29,18.72,24.03,26.76,0.75,10.77,29.82,29.82,31.84,34M,19.15,44.53,0,12078220,652101,5430,65,35
1519129,"Isaiah Evans",1519129,G,DUKE,TCU,Duke,ACTIVE,12.5,139.5,76,32,15.5,2.81,1.75,3.33,1.51,0.66,0.51,17.25,18.31,20.06,1.17,4.56,23.51,23.51,24.9,34M,14.67,35.13,0,12076310,458040,5396,66,35
1324363,"Will Tschetter",1324363,F,MICH,STL,Michigan,ACTIVE,12.5,161.5,87,13,2.9,1.78,0.54,0.72,0.44,0.15,0.13,3.44,4.68,5.22,0.28,2.32,6.25,6.25,6.64,14M,1.21,12.07,0,12078240,180317,8396,67,35
1423352,"Charlie May",1423352,G,MICH,STL,Michigan,"O(Thumb - 01/06/2026)",12.5,161.5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078240,250210,8396,68,35
1522584,"Micah Robinson",1522584,F,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,30,9.86,4.42,1.31,1.48,1.6,1.2,0.21,11.17,14.28,15.59,1.41,5.73,19.78,19.78,20.14,32M,11.91,28.37,0,12076310,455402,5396,69,35
1413222,"Carson Cooper",1413222,C,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,28.5,11.75,7.31,1.31,0.07,1.62,0.65,1.33,13.06,19.06,20.37,1.98,8.62,26.82,26.82,26.24,30M,26.24,26.24,0,12076410,244782,5465,70,35
1524333,"Cade Orness",1524333,G,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,459331,5422,71,35
1405995,"Noah Shelby",1405995,G,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078230,244995,87955,72,35
1523079,"Braden Frager",1523079,F,NEB,VAND,Nebraska,ACTIVE,1.5,146.5,72.5,22,9.91,3.55,0.86,1.31,1.16,0.69,0.11,10.77,13.46,14.32,0.8,4.41,16.71,16.71,17.32,24M,8.42,26.22,0,12076340,455371,5485,73,35
1605986,"Declan Duru",1605986,F,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,654397,5422,74,35
1538358,"Terrence Hill",1538358,G,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,31,15.64,2.77,3.43,2.37,1.21,0.52,0.02,19.07,18.41,21.84,0.54,6.2,24.51,24.51,25.91,32M,14.52,37.3,0,12078220,458076,5430,75,35
1589783,"Keaton Wagler",1589783,G,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,36,18.74,4.97,4.7,2.34,2.57,1.38,0.41,23.44,23.71,28.41,1.79,9.67,34.55,34.55,35.54,40M,22.41,48.67,0,12078220,652186,5430,76,35
1324353,"Frankie Collins",1324353,G,VAND,NEB,Vanderbilt,"O(Left Team - 03/04/2026)",-1.5,146.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,180321,5485,77,35
1522585,"Ashton Simmons",1522585,G,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076310,455405,5396,78,35
1458576,"Keyshawn Mitchell",1458576,F,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078220,288868,5430,79,35
1324035,"Denham Wojcik",1324035,G,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,3.5,0.52,0.23,0.54,0.06,0.3,0.17,0.01,1.06,0.75,1.29,0.18,0.77,1.86,1.86,1.87,5M,0,5.24,0,12076410,179604,5465,80,35
1413223,"Nick Sanders",1413223,G,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076410,244812,5465,81,35
1524334,"Ismaila Diagne",1524334,C,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,2,0.36,0.6,0.05,0.01,0.12,0.04,0.12,0.41,0.96,1.01,0.16,0.65,1.5,1.5,1.43,5M,1.43,1.43,0,12078250,459207,5422,82,35
1546378,"Jamie Vinson",1546378,F,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,4,1.58,1.27,0.18,0.07,0.3,0.06,0.29,1.76,2.85,3.03,0.35,1.45,4.11,4.11,4.01,5M,0,10.26,0,12078230,504455,87955,83,35
1541890,"Josh Ibukunoluwa",1541890,F,HIGHP,ARK,"High Point",ACTIVE,-12.5,169.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076400,505230,5347,84,35
1599530,"Mihailo Petrovic",1599530,G,IL,VCU,Illinois,ACTIVE,11.5,150.5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078220,652131,5430,85,35
1486175,"Jeremy Fears",1486175,G,MSU,UL,"Michigan State",ACTIVE,5.5,151.5,78.5,36,16.18,2.97,8.9,0.94,2.91,1.55,0.08,25.08,19.15,28.05,1.63,11.87,35.07,35.07,36.01,40M,22.71,49.31,0,12076410,290764,5465,86,35
1475175,"Marcus Hill",1475175,G,TA&M,UH,"Texas A&M",ACTIVE,-10.5,143.5,66.5,23,7.96,3.42,1.25,0.33,1.1,0.53,0.11,9.21,11.38,12.63,0.64,4.67,14.78,14.78,15.02,24M,6.56,23.48,0,12078230,289054,87955,87,35
1605239,"Kasen Krueger",1605239,G,HIGHP,ARK,"High Point",ACTIVE,-12.5,169.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076400,655253,5347,88,35
1520671,"Morez Johnson",1520671,F,MICH,STL,Michigan,ACTIVE,12.5,161.5,87,27,13.71,8.04,0.99,0.55,1.32,0.95,0.98,14.7,21.75,22.74,1.93,9.03,29.32,29.32,29.03,28M,15.47,42.59,0,12078240,455381,8396,89,35
1420054,"Trey Stuart",1420054,G,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076310,250230,5396,90,35
1401574,"Braeden Smith",1401574,G,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,9,2.61,1.04,1.43,0.31,0.56,0.38,0,4.04,3.65,5.08,0.38,2.47,6.6,6.6,6.7,10M,0,14.41,0,12078250,246240,5422,91,35
1403885,"Tyrell Ward",1403885,F,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,8,2.91,1.15,0.35,0.32,0.42,0.37,0.16,3.26,4.06,4.41,0.53,1.5,5.99,5.99,5.89,10M,0,12.19,0,12078220,245116,5430,92,35
1522586,"David Punch",1522586,F,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,32,12.52,7.23,2.08,0.38,2.12,1.21,2.13,14.6,19.75,21.83,3.34,9.31,32.21,32.21,30.67,34M,18.44,42.9,0,12076310,455395,5396,93,35
1405733,"Barry Evans",1405733,F,VCU,IL,"Virginia Commonwealth",ACTIVE,-11.5,150.5,69.5,28,6.19,4.9,2.17,0.78,0.88,0.6,0.27,8.36,11.09,13.26,0.87,7.07,17.07,17.07,17.28,30M,9.67,24.89,0,12078220,245618,5430,94,35
1546379,"Nic Codie",1546379,F,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,14,2.85,3.09,0.59,0.11,0.66,0.09,0.43,3.44,5.94,6.53,0.52,3.68,8.34,8.34,8.37,16M,2.19,14.55,0,12078250,504422,5422,95,35
1482282,"Yaxel Lendeborg",1482282,F,MICH,STL,Michigan,ACTIVE,12.5,161.5,87,35,16.24,7.56,3.38,2.12,1.33,1.51,1.11,19.62,23.8,27.18,2.62,10.94,36.89,36.89,36.67,36M,22.61,50.73,0,12078240,281661,8396,96,35
1405447,"Malique Ewin",1405447,F,ARK,HIGHP,Arkansas,ACTIVE,12.5,169.5,91,31,13.68,9.5,1.39,0.15,2.48,0.81,1.2,15.07,23.18,24.57,2.01,10.89,30.73,30.73,31.02,32M,18.34,43.7,0,12076400,245010,5347,97,35
1405348,"Jayden Pierre",1405348,G,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,34,8.93,2.22,2.63,1.31,1.22,0.84,0.28,11.56,11.15,13.78,1.12,4.85,17.68,17.68,17.94,36M,10.88,25,0,12076310,245107,5396,98,35
1475187,"Kobe Rodgers",1475187,G,UL,MSU,Louisville,ACTIVE,-5.5,151.5,73,16,2.97,2.54,1.73,0.32,0.63,1,0.05,4.7,5.51,7.24,1.05,4.27,11.14,11.14,10.69,18M,2.99,18.39,0,12076410,290422,5465,99,35
1532783,"George Kimble III",1532783,G,VAND,NEB,Vanderbilt,"O(Knee - 10/31/2025)",-1.5,146.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076340,457517,5485,100,35
1465034,"D.J. Wagner",1465034,G,ARK,HIGHP,Arkansas,ACTIVE,12.5,169.5,91,24,7.83,2.45,2.13,1.61,1.07,0.62,0.22,9.96,10.28,12.41,0.84,4.58,15.4,15.4,16.02,26M,7.69,24.35,0,12076400,288945,5347,101,35
1522575,"Ishan Sharma",1522575,G,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,23,8.06,2.52,1.39,2.22,0.66,0.68,0.11,9.45,10.58,11.97,0.79,3.91,14.85,14.85,15.64,24M,6.83,24.45,0,12078240,458188,8396,102,35
1522587,"Adam Stewart",1522587,C,TCU,DUKE,TCU,ACTIVE,-12.5,139.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076310,455408,5396,103,35
1524336,"Noah Haaland",1524336,F,GONZ,TEX,Gonzaga,ACTIVE,6.5,146.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,459238,5422,104,35
1406768,"Paul Otieno",1406768,F,STL,MICH,"Saint Louis",ACTIVE,-12.5,161.5,74.5,11.5,3.17,3.14,0.77,0.01,0.5,0.26,0.54,3.94,6.31,7.08,0.8,3.91,10,10,9.61,12M,1.17,18.05,0,12078240,246675,8396,105,35
1460140,"Harrison Hochberg",1460140,F,MICH,STL,Michigan,ACTIVE,12.5,161.5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078240,288818,8396,106,35
1405459,"Jordan Pope",1405459,G,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,37,13.18,2.7,1.85,2.76,1.77,0.7,0.08,15.03,15.88,17.73,0.78,4.55,19.77,19.77,21.38,40M,13.48,29.28,0,12078250,244915,5422,107,35
1605989,"John Clark",1605989,F,TEX,GONZ,Texas,ACTIVE,-6.5,146.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078250,654392,5422,108,35
