PLAYERID,PLAYER,PARTNERID,POS,TEAM,OPP,TEAMNAME,STATUS,SPREAD,O/U,TOTAL,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,UD,PP,FPTS,RANGE,FLOOR,CEIL,POWN,SCHEDULE_ID,CORE_ID,CORETEAMID,REFID,OWNERSHIP
1552731,"Anthony Peoples",1552731,F,UCLA,UCONN,UCLA,ACTIVE,-4.5,136.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,505284,5381,403,35
1231124,"Dwayne Koroma",1231124,F,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,148985,5381,404,35
1595015,"Timotej Malovec",1595015,F,MIA,PUR,"Miami (FL)",ACTIVE,-7.5,147.5,70,4,0.95,0.4,0.24,0.28,0.18,0.07,0.08,1.19,1.35,1.59,0.15,0.64,2.04,2.04,2.14,5M,0,5.48,0,12090710,655003,5517,405,35
1323513,"Charles Bediako",1323513,F,BAMA,TTU,Alabama,ACTIVE,1.5,164.5,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089180,179290,5342,406,35
1520765,"Gicarri Harris",1520765,G,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,14,3.76,1.25,0.51,0.79,0.46,0.62,0.08,4.27,5.01,5.52,0.7,1.76,7.68,7.68,7.66,16M,1.66,13.66,0,12090710,457493,5517,407,35
1599437,"Casper Pohto",1599437,G,STJN,KU,"St. John's (NY)","O(Hip - 01/06/2026)",-3.5,144.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090720,652697,5442,408,35
1334337,"Handje Tamba",1334337,F,STJN,KU,"St. John's (NY)",ACTIVE,-3.5,144.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090720,180063,5442,409,35
1610602,"Trey Thompson",1610602,F,IOWA,UF,Iowa,ACTIVE,-10.5,145.5,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090690,652180,5407,410,35
1405903,"Tre White",1405903,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,32,11.36,5.81,1.32,1.73,1.86,0.36,0.37,12.68,17.17,18.49,0.73,7.13,20.62,20.62,22.05,34M,12.99,31.11,0,12090720,245428,5442,411,35
1612418,"Ethan Burg",1612418,G,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,15,3.31,1.15,1.05,0.73,0.96,0.48,0.08,4.36,4.46,5.51,0.56,2.2,6.99,6.99,7.33,16M,1.59,13.07,0,12089250,654387,5580,412,35
1538608,"Sven Djopmo",1538608,G,ARIZ,UTST,Arizona,ACTIVE,11.5,154.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,503255,5345,413,35
1594895,"Corbin Allen",1594895,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090720,652299,5442,414,35
1592596,"Eric Reibe",1592596,C,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,11,4.6,2.62,0.32,0.02,0.35,0.24,0.39,4.92,7.22,7.54,0.63,2.94,9.79,9.79,9.47,12M,9.47,9.47,0,12090740,652344,5381,415,35
1593333,"DeWayne Brown",1593333,F,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,8,2.07,1.79,0.45,0.01,0.36,0.17,0.29,2.52,3.86,4.31,0.46,2.24,5.9,5.9,5.72,10M,0,11.84,0,12089250,651983,5580,416,35
1422613,"Garry Clark",1422613,F,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,15.5,4.99,3.42,0.49,0.08,0.88,0.29,0.46,5.48,8.41,8.9,0.75,3.91,11.22,11.22,11.11,16M,2.91,19.31,0,12089240,250159,5345,417,35
1520766,"Raleigh Burgess",1520766,F,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090710,457428,5517,418,35
1402846,"Tamin Lipsey",1402846,G,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,34,13.12,4.83,5.44,1.26,2.11,2.18,0.01,18.56,17.95,23.39,2.19,10.27,31.52,31.52,31.34,36M,19,43.68,0,12089190,245021,5438,419,35
1610746,"Rrezon Elezaj",1610746,C,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,652311,5381,420,35
1523626,"Boogie Fland",1523626,G,UF,IOWA,Florida,ACTIVE,10.5,145.5,78,31.25,11.07,2.38,2.78,1.07,1.65,1.41,0.08,13.85,13.45,16.23,1.49,5.16,20.91,20.91,20.9,32M,11.71,30.09,0,12090690,457466,5407,421,35
1611725,"Uroš Paunović",1611725,G,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,652339,5381,422,35
1593982,"CJ Ingram",1593982,G,UF,IOWA,Florida,ACTIVE,10.5,145.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090690,652054,5407,423,35
1481222,"Jamar Brown",1481222,G,UCLA,UCONN,UCLA,ACTIVE,-4.5,136.5,66,6,0.91,0.97,0.21,0.18,0.12,0.13,0.01,1.12,1.88,2.09,0.14,1.18,2.68,2.68,2.74,10M,0,5.89,0,12090740,290023,5381,424,35
1593312,"Nolan Groves",1593312,G,TTU,BAMA,"Texas Tech",ACTIVE,-1.5,164.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089180,652317,5342,425,35
1591013,"Dwayne Aristode",1591013,G,ARIZ,UTST,Arizona,ACTIVE,11.5,154.5,83,11,3.01,1.4,0.63,0.71,0.46,0.44,0.09,3.64,4.41,5.04,0.53,2.03,6.76,6.76,6.88,12M,0.33,13.43,0,12089240,651959,5345,426,35
1594896,"Samis Calderon",1594896,F,KU,STJN,Kansas,"Q(Undisclosed - 03/20/2026)",3.5,144.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090720,652305,5442,427,35
1592597,"Jacob Ross",1592597,G,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,652347,5381,428,35
1593334,"Nate Ament",1593334,F,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,30,14.65,6.17,1.96,1.42,1.95,0.71,0.75,16.61,20.82,22.78,1.46,8.13,27.43,27.43,28.08,32M,16.6,39.56,0,12089250,651957,5580,429,35
1365403,"Alex Karaban",1365403,F,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,37,11.77,5.16,2.46,1.74,1.57,0.84,0.64,14.23,16.93,19.39,1.48,7.62,24.5,24.5,24.98,40M,15.86,34.1,0,12090740,181795,5381,430,35
1460179,"Tru Washington",1460179,G,MIA,PUR,"Miami (FL)",ACTIVE,-7.5,147.5,70,27,10.42,3.69,1.57,1.37,1.16,1.38,0.02,11.99,14.11,15.68,1.4,5.26,20.25,20.25,20.3,28M,10.29,30.31,0,12090710,288948,5517,431,35
1520734,"Campbell Duncan",1520734,G,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089250,458035,5580,432,35
1520756,"Jack Lusk",1520756,G,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090710,457525,5517,433,35
1599439,"Imran Suljanovic",1599439,F,STJN,KU,"St. John's (NY)","O(Knee - 11/02/2025)",-3.5,144.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090720,652716,5442,434,35
1459805,"Jamari McDowell",1459805,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,13,2,1.34,0.63,0.57,0.44,0.33,0.1,2.63,3.34,3.97,0.43,1.97,5.4,5.4,5.54,14M,0.71,10.37,0,12090720,281797,5442,435,35
1591640,"Chance Mallory",1591640,G,UVA,TENN,Virginia,ACTIVE,1.5,137.5,68,23,6.96,2.94,2.91,0.83,0.99,1.17,0.11,9.87,9.9,12.81,1.28,5.85,17.72,17.72,17.49,24M,7.64,27.34,0,12089250,657246,5580,436,35
1593983,"Alex Lloyd",1593983,G,UF,IOWA,Florida,ACTIVE,10.5,145.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090690,652080,5407,437,35
1591696,"Elijah Perryman",1591696,G,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,6,1.76,0.79,1.26,0.25,0.62,0.33,0.07,3.02,2.55,3.81,0.4,2.05,5.16,5.16,5.24,10M,0,11.27,0,12089240,655013,5345,438,35
1461401,"Cam Manyawu",1461401,F,IOWA,UF,Iowa,ACTIVE,-10.5,145.5,67.5,23,6.89,4.88,1.1,0.03,1.17,1.17,0.59,7.99,11.77,12.87,1.76,5.98,18.49,18.49,17.59,24M,8.56,26.62,0,12090690,289584,5407,439,35
1593313,"Marial Akuentok",1593313,F,TTU,BAMA,"Texas Tech",ACTIVE,-1.5,164.5,83,3,0.8,0.79,0.12,0.04,0.19,0.06,0.07,0.92,1.59,1.71,0.13,0.91,2.14,2.14,2.16,5M,0,5.53,0,12089180,652298,5342,440,35
1594897,"Kohl Rosario",1594897,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,1,0.24,0.1,0.05,0.05,0.04,0.03,0.01,0.29,0.34,0.39,0.04,0.15,0.5,0.5,0.51,5M,0,1.43,0,12090720,652346,5442,441,35
1231567,"Nate Heise",1231567,G,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,30,7.01,6.54,2.44,1.03,0.72,1.21,0.07,9.45,13.55,15.99,1.28,8.98,21.64,21.64,21.62,32M,12.11,31.13,0,12089190,148965,5438,442,35
1461115,"Solomon Ball",1461115,G,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,27,10.4,2.72,1.34,1.84,1.14,0.17,0.11,11.74,13.12,14.46,0.28,4.06,15.39,15.39,16.73,28M,8.48,24.98,0,12090740,288743,5381,443,35
1461126,"Brandon Williams",1461126,G,UCLA,UCONN,UCLA,ACTIVE,-4.5,136.5,66,10,2.02,1.47,0.2,0.16,0.24,0.3,0.18,2.22,3.49,3.69,0.48,1.67,5.29,5.29,5.08,12M,0.25,9.91,0,12090740,288955,5381,444,35
1576956,"Zach Tow",1576956,F,UK,ISU,Kentucky,ACTIVE,-4.5,145.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089190,596053,5438,445,35
1500814,"Andrija Jelavic",1500814,F,UK,ISU,Kentucky,ACTIVE,-4.5,145.5,70.5,14,4.36,3.35,0.73,0.66,0.84,0.41,0.24,5.09,7.71,8.44,0.65,4.08,10.59,10.59,10.86,16M,2.84,18.88,0,12089190,652058,5438,446,35
1459806,"Elmarko Jackson",1459806,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,19,4.85,1.77,1.52,0.58,1.13,0.69,0.16,6.37,6.62,8.14,0.85,3.29,10.68,10.68,10.76,20M,3.68,17.84,0,12090720,281787,5442,447,35
1591641,"Johann Grünloh",1591641,C,UVA,TENN,Virginia,ACTIVE,1.5,137.5,68,20,5.69,3.9,0.42,0.5,0.83,0.41,1.53,6.11,9.59,10.01,1.94,4.32,16.01,16.01,14.93,22M,14.93,14.93,0,12089250,657236,5580,448,35
1460510,"Alvaro Folgueiras",1460510,F,IOWA,UF,Iowa,ACTIVE,-10.5,145.5,67.5,22,8.35,5.36,2.56,1.14,1.43,0.76,0.15,10.91,13.71,16.27,0.91,7.92,19.91,19.91,20.58,24M,10.01,31.15,0,12090690,290360,5407,449,35
1591697,"Brayden Boe",1591697,G,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,654944,5345,450,35
1461116,"Jaylin Stewart",1461116,F,UCONN,UCLA,Connecticut,"Q(Knee - 03/20/2026)",4.5,136.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090740,288927,5381,451,35
1520736,"Gavin Paull",1520736,G,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089250,458163,5580,452,35
1520747,"C.J. Cox",1520747,G,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,25,8.19,2.81,1.2,1.78,0.45,0.51,0.2,9.39,11,12.2,0.71,4.01,15.02,15.02,15.57,26M,7.47,23.67,0,12090710,457441,5517,453,35
1591642,"Silas Barksdale",1591642,F,UVA,TENN,Virginia,ACTIVE,1.5,137.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089250,657220,5580,454,35
1593941,"Anthony Rise",1593941,G,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089190,652144,5438,455,35
1590597,"Antione West",1590597,G,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12090710,652194,5517,456,35
1591698,"David Iweze",1591698,F,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,654979,5345,457,35
1461315,"Karson Templin",1461315,F,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,18.5,7.94,4.49,0.58,0.7,0.78,0.68,0.73,8.52,12.43,13.01,1.41,5.07,17.67,17.67,17.23,20M,6.84,27.62,0,12089240,288932,5345,458,35
1594899,"Bryson Tiller",1594899,F,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,23,6.65,5.75,1.01,0.25,1.88,0.35,1.15,7.66,12.4,13.41,1.5,6.76,17.68,17.68,17.57,24M,8.55,26.59,0,12090720,597345,5442,459,35
1593337,"Troy Henderson",1593337,G,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089250,652044,5580,460,35
1460138,"Reece Potter",1460138,F,UK,ISU,Kentucky,ACTIVE,-4.5,145.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089190,289089,5438,461,35
1422606,"Steven Jamerson",1422606,C,UCLA,UCONN,UCLA,ACTIVE,-4.5,136.5,66,5,0.99,1.11,0.14,0.01,0.33,0.21,0.19,1.13,2.1,2.24,0.4,1.25,3.41,3.41,3.23,10M,3.23,3.23,0,12090740,251033,5381,462,35
1590620,"London Jemison",1590620,F,BAMA,TTU,Alabama,ACTIVE,1.5,164.5,81.5,21,7.32,4.2,0.64,1.02,1,0.94,0.27,7.96,11.52,12.16,1.21,4.84,15.96,15.96,15.98,22M,6.63,25.33,0,12089180,623001,5342,463,35
1591699,"Kingston Tosi",1591699,F,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,655033,5345,464,35
1461404,"Kael Combs",1461404,G,IOWA,UF,Iowa,ACTIVE,-10.5,145.5,67.5,25.5,5.98,2.98,1.77,0.51,1.63,0.62,0.04,7.75,8.96,10.73,0.66,4.75,12.57,12.57,13.13,26M,6.3,19.96,0,12090690,289535,5407,465,35
1461349,"Blake Buchanan",1461349,F,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,26,9.06,7.15,2.1,0.02,1.35,0.91,1.39,11.16,16.21,18.31,2.3,9.25,26.34,26.34,25.22,28M,13.44,37,0,12089190,281768,5438,466,35
1522938,"Lefteris Liotopoulos",1522938,G,STJN,KU,"St. John's (NY)",ACTIVE,-3.5,144.5,74,2,0.72,0.25,0.1,0.16,0.12,0.05,0.01,0.82,0.97,1.07,0.06,0.35,1.23,1.23,1.32,5M,0,3.7,0,12090720,457524,5442,467,35
1480434,"Motiejus Krivas",1480434,C,ARIZ,UTST,Arizona,ACTIVE,11.5,154.5,83,25,9.37,6.78,0.77,0.12,1.72,0.66,2.08,10.14,16.15,16.92,2.74,7.55,25.16,25.16,23.79,26M,23.79,23.79,0,12089240,288838,5345,468,35
1594900,"Darryn Peterson",1594900,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,37,21.63,5.58,2.02,3.02,2.05,1.73,0.55,23.65,27.21,29.23,2.28,7.6,36.15,36.15,36.76,40M,23.18,50.34,0,12090720,652340,5442,469,35
1593943,"Dominykas Pleta",1593943,F,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,14,5.45,3.4,0.81,0.02,0.79,0.51,0.33,6.26,8.85,9.66,0.84,4.21,12.47,12.47,12.21,16M,3.2,21.22,0,12089190,652133,5438,470,35
1461119,"Jayden Ross",1461119,F,UCONN,UCLA,Connecticut,ACTIVE,4.5,136.5,70.5,22,5.36,3.04,1.2,0.77,0.94,0.81,0.43,6.56,8.4,9.6,1.24,4.24,13.59,13.59,13.35,24M,6.49,20.21,0,12090740,288906,5381,471,35
1522939,"Rub√©n Prey",1522939,G,STJN,KU,STJN,ACTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457561,0,472,35
1591700,"Adlan Elamin",1591700,F,UTST,ARIZ,"Utah State",ACTIVE,-11.5,154.5,71.5,26.5,7.4,4.6,1.1,1.06,1.12,0.83,0.43,8.5,12,13.1,1.26,5.7,17.22,17.22,17.29,28M,9.21,25.37,0,12089240,654963,5345,473,35
1460954,"Cade Phillips",1460954,F,TENN,UVA,Tennessee,"O(Shoulder - 12/08/2025)",-1.5,137.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089250,289297,5580,474,35
1593944,"Killyan Toure",1593944,G,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,30,9.84,4.94,2.76,0.82,2.23,1.35,0.36,12.6,14.78,17.54,1.71,7.7,22.79,22.79,22.89,32M,12.82,32.96,0,12089190,652181,5438,475,35
1594902,"Paul Mbiya",1594902,C,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,6,1.81,1.22,0.13,0.04,0.32,0.08,0.32,1.94,3.03,3.16,0.4,1.35,4.36,4.36,4.2,10M,4.2,4.2,0,12090720,652332,5442,476,35
1460955,"J.P. Estrella",1460955,F,TENN,UVA,Tennessee,ACTIVE,-1.5,137.5,69.5,23,10.78,6.11,0.88,0.23,1.09,0.35,0.61,11.66,16.89,17.77,0.96,6.99,21.22,21.22,21.3,24M,10.36,32.24,0,12089250,289220,5580,477,35
1593945,"Xzavion Mitchell",1593945,F,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089190,652103,5438,478,35
1482306,"Melvin Council",1482306,G,KU,STJN,Kansas,ACTIVE,3.5,144.5,70.5,36,10.29,3.55,5.05,0.69,2.23,1.2,0.23,15.34,13.84,18.89,1.43,8.6,24.21,24.21,24.45,40M,15.42,33.48,0,12090720,289539,5442,479,35
1234818,"Evan Nelson",1234818,G,ARIZ,UTST,Arizona,ACTIVE,11.5,154.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,190377,5345,480,35
1593935,"Jamarion Batemon",1593935,G,ISU,UK,"Iowa State",ACTIVE,4.5,145.5,75,22,9.64,1.83,0.58,1.82,0.92,0.77,0.15,10.22,11.47,12.05,0.92,2.41,14.52,14.52,15.06,24M,6.58,23.54,0,12089190,651966,5438,481,35
1482307,"Oscar Cluff",1482307,F,PUR,MIA,Purdue,ACTIVE,7.5,147.5,77.5,30,11.57,8.41,1.85,0.03,1.57,0.64,1.5,13.42,19.98,21.83,2.14,10.26,29.29,29.29,28.68,32M,16.96,40.4,0,12090710,288764,5517,482,35
1480438,"Jackson Cook",1480438,G,ARIZ,UTST,Arizona,ACTIVE,11.5,154.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089240,288766,5345,483,35
1594904,"Jasper Johnson",1594904,G,UK,ISU,Kentucky,ACTIVE,-4.5,145.5,70.5,5,1.52,0.38,0.51,0.33,0.55,0.11,0.01,2.03,1.9,2.41,0.12,0.89,2.53,2.53,2.87,10M,0,6.17,0,12089190,652061,5438,484,35
1593936,"Collins Onyejiaka",1593936,C,BAMA,TTU,Alabama,"O(Undisclosed - 11/12/2025)",1.5,164.5,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089180,652122,5342,485,35
1594905,"Braydon Hawthorne",1594905,F,UK,ISU,Kentucky,ACTIVE,-4.5,145.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089190,652043,5438,486,35
,1,,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
